id,name,distance,workout_time_sec,total_elevation_gain,workout_type,start_date,achievement_count,athlete_count,start_latlng,end_latlng,average_speed,max_speed,average_temp,average_heartrate,max_heartrate,average_cadence,elev_high,elev_low,aprox_calories_burned,workout_time_min
6152072381,Evening Run,5.12,1761,33,Run,2021-10-22,2,1,"[30.38664928637445, -97.73764863610268]","[30.388977779075503, -97.73594534955919]",3.193,5.792,27,165.9,181,84.3,285.2,249.6,496,29.35
6149669381,Morning Activity,0,1561,0,Functional-Cardio Workout,2021-10-22,0,1,[],[],0,0,27,139.1,175,NaN,283,265,335,26.02
6145224737,Morning Activity,0,1767,0,Functional-Cardio Workout,2021-10-21,0,1,[],[],0,0,27,136.7,173,NaN,269.2,248.2,368,29.45
6135662698,Morning Activity,0,2334,0,Functional-Cardio Workout,2021-10-19,0,1,[],[],0,0,27,149.7,176,NaN,258,234.6,562,38.9
6130934413,Morning Activity,0,1723,0,Functional-Cardio Workout,2021-10-18,0,1,[],[],0,0,24,141.8,178,NaN,262.2,241.8,381,28.72
6123669764,Evening Walk,4.69,3056,46,Walk,2021-10-16,0,1,"[30.263444, -97.747713]","[30.268462, -97.773361]",1.634,18.6,27,102.4,122,56.3,159.6,131.6,373,50.93
6123525748,Afternoon Activity,0,951,0,Functional-Cardio Workout,2021-10-16,0,1,[],[],0,0,30,127.7,161,NaN,130.6,130.6,177,15.85
6123464432,Afternoon Walk,3.53,2835,19,Walk,2021-10-16,0,1,"[30.272324, -97.771993]","[30.262489, -97.749132]",1.32,2,27,94.3,115,55.3,147.8,133.2,288,47.25
6118500866,Evening Run,5.3,2099,51,Run,2021-10-15,0,1,"[30.387082, -97.737662]","[30.389067, -97.73583]",2.747,4.6,25,153.4,177,81.4,253,229.8,525,34.98
6109756279,Evening Activity,0,2211,0,Functional-Cardio Workout,2021-10-14,0,1,[],[],0,0,31,146.5,186,NaN,263.4,244,515,36.85
6101933499,Morning Activity,0,2338,0,Functional-Cardio Workout,2021-10-12,0,1,[],[],0,0,28,136.2,180,NaN,257.4,239.4,484,38.97
6099896505,Evening Activity,0,2013,0,Functional-Cardio Workout,2021-10-12,0,1,[],[],0,0,31,136.5,180,NaN,223.4,203.2,418,33.55
6076948576,Morning Activity,0,1955,0,Functional-Cardio Workout,2021-10-07,0,1,[],[],0,0,27,140.8,179,NaN,262.2,246.6,427,32.58
6074918104,Evening Activity,0,1856,0,Functional-Cardio Workout,2021-10-06,0,1,[],[],0,0,28,166,188,NaN,272.8,249.6,523,30.93
6066841090,Morning Activity,0,1646,0,Functional-Cardio Workout,2021-10-05,0,1,[],[],0,0,26,136.7,182,NaN,264.8,248.8,343,27.43
6062016496,Morning Activity,0,1644,0,Functional-Cardio Workout,2021-10-04,0,1,[],[],0,0,27,138.1,180,NaN,276.2,259.6,348,27.4
6042455491,Morning Activity,0,2054,0,Functional-Cardio Workout,2021-09-30,0,1,[],[],0,0,30,136.1,169,NaN,248.4,226.8,425,34.23
6040364975,Evening Activity,0,1387,0,Functional-Cardio Workout,2021-09-29,0,1,[],[],0,0,31,159.2,184,NaN,256,242.4,367,23.12
6032252465,Morning Activity,0,1547,0,Functional-Cardio Workout,2021-09-28,0,1,[],[],0,0,28,134.8,182,NaN,256.2,243,315,25.78
6027161553,Morning Activity,0,1620,0,Functional-Cardio Workout,2021-09-27,0,1,[],[],0,0,28,138.5,180,NaN,255.6,241.6,345,27
6019326962,Evening Run,4.84,1643,26,Run,2021-09-25,1,1,"[30.272477, -97.772306]","[30.273022, -97.772284]",2.96,4.9,30,170.5,188,83.8,142.6,132,482,27.38
6014339215,Evening Activity,0,2235,0,Functional-Cardio Workout,2021-09-25,0,1,[],[],0,0,31,142.8,173,NaN,256.8,237.8,500,37.25
6009007642,Afternoon Activity,0,2746,0,Functional-Cardio Workout,2021-09-23,0,1,[],[],0,0,32,144.4,179,NaN,252.8,239.2,625,45.77
6000996243,Morning Activity,0,2403,0,Functional-Cardio Workout,2021-09-22,0,1,[],[],0,0,27,130.2,177,NaN,261.8,246.8,461,40.05
5995467254,Morning Activity,0,1502,0,Functional-Cardio Workout,2021-09-21,0,1,[],[],0,0,30,143.8,175,NaN,258.2,236.8,340,25.03
5990361792,Morning Activity,0,1966,0,Functional-Cardio Workout,2021-09-20,0,1,[],[],0,0,30,142.8,170,NaN,255,241,440,32.77
5977670237,Night Activity,0,1148,0,Functional-Cardio Workout,2021-09-18,0,1,[],[],0,0,32,102,126,NaN,139,135.8,139,19.13
5972356129,Evening Activity,0,2306,0,Functional-Cardio Workout,2021-09-16,0,1,[],[],0,0,33,151.2,177,NaN,131.4,126.8,564,38.43
5965175665,Lunch Activity,0,1904,0,Functional-Cardio Workout,2021-09-15,0,1,[],[],0,0,33,141.9,174,NaN,126.4,116.8,422,31.73
5953199645,Morning Activity,0,2141,0,Functional-Cardio Workout,2021-09-13,0,1,[],[],0,0,31,132.7,168,NaN,128.2,115.8,424,35.68
5939701019,Evening Walk,2.54,2565,1,Walk,2021-09-11,0,1,"[27.467838, -99.50668]","[27.467772, -99.506928]",0.989,1.4,33,86.3,96,47.8,131,128.8,209,42.75
5934807167,Evening Activity,0,2439,0,Functional-Cardio Workout,2021-09-09,0,1,[],[],0,0,34,131.5,162,NaN,124.6,114.2,476,40.65
5929763974,Evening Activity,0,2493,0,Functional-Cardio Workout,2021-09-09,0,1,[],[],0,0,34,131.9,177,NaN,128,113.8,489,41.55
5924075634,Evening Activity,0,2692,0,Functional-Cardio Workout,2021-09-08,0,1,[],[],0,0,33,146.9,192,NaN,134.4,119.8,630,44.87
5900809934,Afternoon Activity,0,2434,0,Functional-Cardio Workout,2021-09-03,0,1,[],[],0,0,35,142.3,177,NaN,125.2,125.2,541,40.57
5896904496,Evening Activity,0,1070,0,Functional-Cardio Workout,2021-09-03,0,1,[],[],0,0,33,86.8,107,NaN,134.4,131,89,17.83
5890809973,Evening Activity,0,1968,0,Functional-Cardio Workout,2021-09-01,0,1,[],[],0,0,35,139.2,184,NaN,125.6,125.6,422,32.8
5885467592,Evening Walk,0.72,715,0,Walk,2021-09-01,0,1,"[27.467715, -99.506174]","[27.467814, -99.507407]",1.011,1.7,34,96.4,109,50.3,109,102.6,77,11.92
5885137338,Afternoon Activity,0,1809,0,Functional-Cardio Workout,2021-08-31,0,1,[],[],0,0,35,131.1,163,NaN,108,97,351,30.15
5879082229,Afternoon Activity,0,2567,0,Functional-Cardio Workout,2021-08-30,0,1,[],[],0,0,36,146.2,178,NaN,115.4,102.6,596,42.78
5863950360,Evening Activity,0,1529,0,Functional-Cardio Workout,2021-08-28,0,1,[],[],0,0,34,115,149,NaN,124.4,121.8,235,25.48
5859218764,Evening Activity,0,2448,0,Functional-Cardio Workout,2021-08-27,0,1,[],[],0,0,34,83.9,121,NaN,130,130,185,40.8
5853763657,Evening Activity,0,2146,0,Functional-Cardio Workout,2021-08-25,0,1,[],[],0,0,35,147.9,177,NaN,140.2,125.2,507,35.77
5847520331,Afternoon Activity,0,2131,0,Functional-Cardio Workout,2021-08-24,0,1,[],[],0,0,37,152.5,174,NaN,130.2,127.4,529,35.52
5842495083,Evening Activity,0,1858,0,Functional-Cardio Workout,2021-08-24,0,1,[],[],0,0,34,132.9,177,NaN,113,113,369,30.97
5825946864,Evening Activity,0,3149,0,Functional-Cardio Workout,2021-08-20,0,1,[],[],0,0,35,141.3,184,NaN,84.2,84.2,692,52.48
5821067108,Evening Walk,3.11,2145,0,Walk,2021-08-19,0,1,"[27.467712, -99.506546]","[27.479623, -99.506671]",1.559,10.8,36,102.6,112,47.4,134.4,108.6,263,35.75
5818098347,Morning Activity,0,1877,0,Functional-Cardio Workout,2021-08-19,0,1,[],[],0,0,33,118,175,NaN,123,123,303,31.28
5815699476,Evening Activity,0,1786,0,Functional-Cardio Workout,2021-08-19,0,1,[],[],0,0,35,148.6,190,NaN,127.4,119.6,425,29.77
5804265383,Afternoon Activity,0,1621,0,Functional-Cardio Workout,2021-08-16,0,1,[],[],0,0,35,123.2,171,NaN,134.2,134.2,283,27.02
5787866234,Afternoon Activity,0,2627,0,Functional-Cardio Workout,2021-08-13,0,1,[],[],0,0,35,153.4,185,NaN,140.8,127.2,657,43.78
5783620797,Evening Activity,0,1640,0,Functional-Cardio Workout,2021-08-13,0,1,[],[],0,0,33,91,114,NaN,120,120,153,27.33
5776297704,Lunch Activity,0,1922,0,Functional-Cardio Workout,2021-08-11,0,1,[],[],0,0,34,150.6,179,NaN,63,58,468,32.03
5772699412,Evening Activity,0,1874,0,Functional-Cardio Workout,2021-08-11,0,1,[],[],0,0,33,111.2,148,NaN,97,91.2,270,31.23
5758853482,Morning Activity,0,3604,0,Functional-Cardio Workout,2021-08-08,0,1,[],[],0,0,30,128.3,181,NaN,98.6,90.4,675,60.07
5750410557,Afternoon Activity,0,2919,0,Functional-Cardio Workout,2021-08-06,0,1,[],[],0,0,35,112.6,152,NaN,61,47.8,431,48.65
5740377305,Afternoon Activity,0,3012,0,Functional-Cardio Workout,2021-08-04,0,1,[],[],0,0,34,141.6,178,NaN,102.2,83,665,50.2
5735175604,Evening Walk,1.09,1068,1,Walk,2021-08-04,0,1,"[27.46776, -99.506584]","[27.467724, -99.507393]",1.02,1.6,31,81.2,96,48.2,146.6,118.8,74,17.8
5735077707,Evening Activity,0,161,0,Functional-Cardio Workout,2021-08-04,0,1,[],[],0,0,33,84.9,98,NaN,146.6,146.6,13,2.68
5728928772,Afternoon Activity,0,2207,0,Functional-Cardio Workout,2021-08-02,0,1,[],[],0,0,35,143.4,173,NaN,148.4,137.8,497,36.78
5713329937,Evening Ride,0,3670,0,Ride,2021-07-31,0,1,[],[],0,0,30,110.9,134,NaN,NaN,NaN,527,61.17
5703513415,Evening Walk,1.64,2316,2,Walk,2021-07-29,0,1,"[27.467717, -99.50676]","[27.467654, -99.506687]",0.935,2,34,105.7,130,48.4,98.6,96.6,302,38.6
5703338747,Evening Activity,0,1577,0,Functional-Cardio Workout,2021-07-28,0,1,[],[],0,0,35,126.8,180,NaN,96.6,96.6,289,26.28
5698020487,Evening Activity,0,1785,0,WeightTraining,2021-07-27,0,1,[],[],0,0,35,98.2,126,NaN,NaN,NaN,199,29.75
5693357615,Evening Activity,0,2470,0,Functional-Cardio Workout,2021-07-27,0,1,[],[],0,0,33,146.8,176,NaN,117.6,117.6,577,41.17
5686841946,Afternoon Activity,0,1329,0,Functional-Cardio Workout,2021-07-25,0,1,[],[],0,0,37,142.1,176,NaN,132.6,132.6,295,22.15
5676518308,Evening Activity,0,3198,0,WeightTraining,2021-07-23,0,1,[],[],0,0,35,90.2,110,NaN,NaN,NaN,292,53.3
5671778037,Evening Activity,0,2463,0,Functional-Cardio Workout,2021-07-23,0,1,[],[],0,0,34,128.8,184,NaN,115.8,112.8,464,41.05
5664823642,Lunch Activity,0,2296,0,Functional-Cardio Workout,2021-07-21,0,1,[],[],0,0,35,133.8,172,NaN,102.2,102.2,462,38.27
5654185186,Afternoon Activity,0,2483,0,Functional-Cardio Workout,2021-07-19,0,1,[],[],0,0,36,160,187,NaN,130.4,130.4,663,41.38
5638909524,Evening Activity,0,2407,0,Functional-Cardio Workout,2021-07-16,0,1,[],[],0,0,34,143.1,187,NaN,121.8,121.8,540,40.12
5633806543,Afternoon Activity,0,1587,0,Functional-Cardio Workout,2021-07-15,0,1,[],[],0,0,34,143.2,176,NaN,177.6,177.6,357,26.45
5565733254,Evening Activity,0,2060,0,Functional-Cardio Workout,2021-07-03,0,1,[],[],0,0,34,140.4,171,NaN,154.2,137.8,448,34.33
5560058468,Afternoon Activity,0,4343,0,Functional-Cardio Workout,2021-07-01,0,1,[],[],0,0,34,145.9,181,NaN,81.4,66,1005,72.38
5554215757,Lunch Activity,0,2604,0,Functional-Cardio Workout,2021-06-30,0,1,[],[],0,0,31,120.3,173,NaN,74.6,62.6,435,43.4
5549420628,Afternoon Activity,0,927,0,Functional-Cardio Workout,2021-06-29,0,1,[],[],0,0,31,139.6,180,NaN,113.6,104.4,200,15.45
5545512088,Evening Activity,0,1698,0,Functional-Cardio Workout,2021-06-29,0,1,[],[],0,0,32,136.4,166,NaN,125.6,125.6,352,28.3
5528088779,Lunch Activity,0,2140,0,Functional-Cardio Workout,2021-06-25,0,1,[],[],0,0,35,154.1,174,NaN,83.6,74.2,539,35.67
5525210690,Evening Activity,0,3103,0,WeightTraining,2021-06-25,0,1,[],[],0,0,33,102.4,127,NaN,NaN,NaN,379,51.72
5519604289,Evening Walk,2.23,3009,20,Walk,2021-06-24,0,1,"[27.467756, -99.506104]","[27.467731, -99.506918]",0.943,1.9,32,93.9,130,47.3,116.6,112.2,303,50.15
5519405861,Evening Activity,0,3822,0,Functional-Cardio Workout,2021-06-23,0,1,[],[],0,0,33,141.8,174,NaN,123.4,106.8,845,63.7
5513792357,Afternoon Activity,0,3076,0,Functional-Cardio Workout,2021-06-22,0,1,[],[],0,0,31,134.1,168,NaN,132,99,621,51.27
5492692239,Evening Walk,2.47,3063,11,Walk,2021-06-19,0,1,"[27.467592, -99.505882]","[27.467979, -99.506835]",0.849,1.5,34,90.8,120,48,99.4,96.8,285,51.05
5492415487,Evening Activity,0,1930,0,Functional-Cardio Workout,2021-06-18,0,1,[],[],0,0,33,132.5,172,NaN,97.4,97.4,382,32.17
5487741554,Afternoon Activity,0,3256,0,Functional-Cardio Workout,2021-06-17,0,1,[],[],0,0,34,144.9,183,NaN,95.6,95.6,745,54.27
5482573251,Afternoon Activity,0,2469,0,WeightTraining,2021-06-16,0,1,[],[],0,0,35,110.6,138,NaN,NaN,NaN,352,41.15
5471646872,Night Activity,0,3626,0,Functional-Cardio Workout,2021-06-15,0,1,[],[],0,0,33,153.4,177,NaN,143,123.8,908,60.43
5448019778,Afternoon Activity,0,2078,0,Functional-Cardio Workout,2021-06-10,0,1,[],[],0,0,35,155.7,168,NaN,139,126.2,532,34.63
5437694761,Afternoon Activity,0,1313,0,Functional-Cardio Workout,2021-06-08,0,1,[],[],0,0,35,132.4,173,NaN,93.4,79.6,259,21.88
5431611639,Afternoon Activity,0,3322,0,Functional-Cardio Workout,2021-06-07,0,1,[],[],0,0,37,157.6,183,NaN,115.4,103.2,867,55.37
5413394300,Lunch Activity,0,3634,0,Functional-Cardio Workout,2021-06-04,0,1,[],[],0,0,32,149.1,183,NaN,108,94.4,870,60.57
5403837645,Afternoon Activity,0,2074,0,Functional-Cardio Workout,2021-06-02,0,1,[],[],0,0,35,137.5,185,NaN,135,118.6,436,34.57
5397331100,Afternoon Activity,0,1889,0,Functional-Cardio Workout,2021-06-01,0,1,[],[],0,0,32,150.5,174,NaN,150,135.6,459,31.48
5391320188,Afternoon Activity,0,3415,0,Functional-Cardio Workout,2021-05-31,0,1,[],[],0,0,34,109.5,155,NaN,106.6,106.6,478,56.92
5373437603,Afternoon Activity,0,2022,0,Functional-Cardio Workout,2021-05-28,0,1,[],[],0,0,35,143,182,NaN,0.2,-19.4,453,33.7
5369005403,Afternoon Activity,0,2267,0,Functional-Cardio Workout,2021-05-27,0,1,[],[],0,0,36,138.6,175,NaN,-0.6,-11,483,37.78
5363798845,Afternoon Activity,0,1856,0,Functional-Cardio Workout,2021-05-26,0,1,[],[],0,0,35,132.3,169,NaN,4.8,4.8,366,30.93
5358675721,Evening Activity,0,3824,0,Functional-Cardio Workout,2021-05-25,0,1,[],[],0,0,33,127.7,183,NaN,48.2,48.2,710,63.73
5357931763,Afternoon Activity,0,1473,0,Functional-Cardio Workout,2021-05-25,0,1,[],[],0,0,35,150.4,174,NaN,44.6,44.6,358,24.55
5352289456,Afternoon Activity,0,2325,0,Functional-Cardio Workout,2021-05-24,0,1,[],[],0,0,35,146.6,174,NaN,54.4,40.4,542,38.75
5340826688,Lunch Activity,0,4892,0,WeightTraining,2021-05-22,0,1,[],[],0,0,34,106.8,160,NaN,NaN,NaN,651,81.53
5335683743,Afternoon Activity,0,2590,0,Functional-Cardio Workout,2021-05-21,0,1,[],[],0,0,34,147.7,174,NaN,7,-2,611,43.17
5325671228,Afternoon Activity,0,2495,0,Functional-Cardio Workout,2021-05-19,0,1,[],[],0,0,33,142.2,178,NaN,99.4,82.8,554,41.58
5320430365,Afternoon Activity,0,1826,0,Functional-Cardio Workout,2021-05-18,0,1,[],[],0,0,35,150.9,187,NaN,165,155.4,446,30.43
5313699677,Lunch Activity,0,3462,0,Functional-Cardio Workout,2021-05-17,0,1,[],[],0,0,37,157.5,181,NaN,172,159.2,902,57.7
5296852005,Lunch Activity,0,2695,0,Functional-Cardio Workout,2021-05-14,0,1,[],[],0,0,34,151.3,183,NaN,141,123.8,660,44.92
5291883344,Afternoon Activity,0,2515,0,Functional-Cardio Workout,2021-05-13,0,1,[],[],0,0,32,131.3,166,NaN,117.2,117.2,490,41.92
5285057593,Morning Run,11.02,4578,42,Run,2021-05-12,0,1,"[27.467784, -99.506687]","[27.467267, -99.505894]",2.416,4.1,22,166.9,187,84.6,95.2,75.8,1301,76.3
5278157571,Morning Activity,0,3300,0,Functional-Cardio Workout,2021-05-11,0,1,[],[],0,0,32,143.3,177,NaN,133.6,125.2,742,55
5247210159,Lunch Activity,0,2737,0,Functional-Cardio Workout,2021-05-05,0,1,[],[],0,0,33,144.8,178,NaN,121.4,121.4,626,45.62
5237194093,Lunch Activity,0,4052,0,Functional-Cardio Workout,2021-05-03,0,1,[],[],0,0,35,140.8,184,NaN,236.4,227.6,886,67.53
5214820639,Afternoon Activity,0,3003,0,Functional-Cardio Workout,2021-04-29,0,1,[],[],0,0,33,136.5,172,NaN,75.2,75.2,624,50.05
5210895183,Night Activity,0,2774,0,Functional-Cardio Workout,2021-04-29,0,1,[],[],0,0,33,130.9,160,NaN,141.6,126.6,537,46.23
5205093412,Evening Activity,0,2298,0,Functional-Cardio Workout,2021-04-28,0,1,[],[],0,0,32,141.5,174,NaN,153.2,147,506,38.3
5196683003,Morning Activity,0,3176,0,Functional-Cardio Workout,2021-04-26,0,1,[],[],0,0,33,127.7,178,NaN,125.2,117.2,590,52.93
5179739192,Afternoon Activity,0,3501,0,WeightTraining,2021-04-23,0,1,[],[],0,0,34,107.1,134,NaN,NaN,NaN,469,58.35
5169370331,Afternoon Activity,0,2148,0,Functional-Cardio Workout,2021-04-21,0,1,[],[],0,0,32,101.7,150,NaN,111.8,111.8,259,35.8
5163867163,Evening Activity,0,2681,0,Functional-Cardio Workout,2021-04-20,0,1,[],[],0,0,32,136.8,171,NaN,144.2,144.2,559,44.68
5156608015,Afternoon Activity,0,2959,0,Functional-Cardio Workout,2021-04-19,0,1,[],[],0,0,33,113.6,144,NaN,138.2,138.2,445,49.32
5152337963,Evening Activity,0,1141,0,Functional-Cardio Workout,2021-04-19,0,1,[],[],0,0,30,106.8,144,NaN,138.2,138.2,152,19.02
5139234747,Afternoon Activity,0,6863,0,Functional-Cardio Workout,2021-04-16,0,1,[],[],0,0,27,141.6,187,NaN,130.6,130.6,1514,114.38
5133993504,Afternoon Activity,0,2474,0,Functional-Cardio Workout,2021-04-15,0,1,[],[],0,0,32,154.9,188,NaN,133.4,129.8,629,41.23
5127986917,Afternoon Activity,0,2481,0,Functional-Cardio Workout,2021-04-14,0,1,[],[],0,0,35,148.9,177,NaN,92,80,593,41.35
5121828473,Afternoon Activity,0,2421,0,Functional-Cardio Workout,2021-04-13,0,1,[],[],0,0,33,142.8,181,NaN,100.4,100.4,541,40.35
5115615460,Afternoon Activity,0,2843,0,Functional-Cardio Workout,2021-04-12,0,1,[],[],0,0,35,156.5,180,NaN,124.4,124.4,734,47.38
5095684033,Morning Activity,0,2786,0,Functional-Cardio Workout,2021-04-09,0,1,[],[],0,0,31,128.3,184,NaN,131,131,522,46.43
5093004935,Afternoon Activity,0,2063,0,Functional-Cardio Workout,2021-04-08,0,1,[],[],0,0,34,146.6,176,NaN,138.8,135.2,481,34.38
5087045370,Afternoon Activity,0,2819,0,Functional-Cardio Workout,2021-04-07,0,1,[],[],0,0,35,150.7,193,NaN,100.8,100.8,686,46.98
5078917328,Morning Activity,0,2405,0,Functional-Cardio Workout,2021-04-06,0,1,[],[],0,0,29,130.5,178,NaN,131.4,131.4,464,40.08
5074876104,Morning Activity,0,3052,0,Functional-Cardio Workout,2021-04-05,0,1,[],[],0,0,31,130.1,174,NaN,127.6,127.6,585,50.87
5011166637,Evening Activity,0,1334,0,Functional-Cardio Workout,2021-03-25,0,1,[],[],0,0,32,140.3,167,NaN,63.2,63.2,290,22.23
5004418150,Afternoon Activity,0,4234,0,Functional-Cardio Workout,2021-03-24,0,1,[],[],0,0,36,146.6,176,NaN,129.4,129.4,987,70.57
4992825114,Afternoon Activity,0,3054,0,Functional-Cardio Workout,2021-03-22,0,1,[],[],0,0,32,125.7,174,NaN,143.8,143.8,552,50.9
4987694582,Afternoon Activity,0,1451,0,Functional-Cardio Workout,2021-03-21,0,1,[],[],0,0,33,117,155,NaN,116,116,230,24.18
4975447653,Evening Activity,0,1381,0,Functional-Cardio Workout,2021-03-20,0,1,[],[],0,0,30,134,165,NaN,108.8,108.8,278,23.02
4970468207,Evening Activity,0,2584,0,Functional-Cardio Workout,2021-03-19,0,1,[],[],0,0,31,129.4,168,NaN,60.8,60.8,491,43.07
4964728826,Afternoon Activity,0,1051,0,Functional-Cardio Workout,2021-03-17,0,1,[],[],0,0,32,139.8,173,NaN,96.6,96.6,227,17.52
4957528338,Lunch Run,6.04,2345,23,Run,2021-03-16,0,1,"[27.467049, -99.505957]","[27.466663, -99.506694]",2.589,3.7,29,161.9,179,84.8,120.6,107.2,637,39.08
4952868127,Afternoon Activity,0,2721,0,Functional-Cardio Workout,2021-03-15,0,1,[],[],0,0,34,131.4,168,NaN,95.8,95.8,531,45.35
4935645950,Lunch Activity,0,5503,0,Functional-Cardio Workout,2021-03-12,0,1,[],[],0,0,33,125.6,163,NaN,101.6,101.6,993,91.72
4929923924,Morning Activity,0,6720,0,Functional-Cardio Workout,2021-03-11,0,1,[],[],0,0,31,129.1,178,NaN,118.8,118.8,1272,112
4925668855,Lunch Activity,0,2929,0,Functional-Cardio Workout,2021-03-10,0,1,[],[],0,0,33,136.7,176,NaN,125.4,125.4,610,48.82
4920636848,Afternoon Activity,0,1974,0,Functional-Cardio Workout,2021-03-09,0,1,[],[],0,0,32,145.5,182,NaN,131,131,455,32.9
4915185469,Afternoon Activity,0,2176,0,Functional-Cardio Workout,2021-03-08,0,1,[],[],0,0,30,134.2,175,NaN,124.2,124.2,440,36.27
4901894948,Morning Activity,0,6193,0,Functional-Cardio Workout,2021-03-06,0,1,[],[],0,0,30,110.1,153,NaN,127.4,127.4,876,103.22
4894973720,Morning Activity,0,5834,0,Functional-Cardio Workout,2021-03-05,0,1,[],[],0,0,29,126.6,171,NaN,168.4,132,1067,97.23
4886529054,Evening Activity,0,1955,0,Functional-Cardio Workout,2021-03-04,0,1,[],[],0,0,30,122.3,180,NaN,129.8,129.8,337,32.58
4880666958,Evening Activity,0,3440,0,Functional-Cardio Workout,2021-03-03,0,1,[],[],0,0,29,132.1,173,NaN,133.4,133.4,677,57.33
4874146922,Afternoon Activity,0,2400,0,Functional-Cardio Workout,2021-03-01,0,1,[],[],0,0,27,144,177,NaN,137.4,137.4,544,40
4860987639,Lunch Activity,0,2505,0,Functional-Cardio Workout,2021-02-27,0,1,[],[],0,0,31,122.3,171,NaN,132,132,431,41.75
4855077172,Afternoon Walk,1.74,2083,12,Walk,2021-02-26,0,1,"[27.467558, -99.506018]","[27.466955, -99.506783]",0.894,1.6,30,94.5,123,46.1,130.2,126.4,213,34.72
4854893423,Afternoon Activity,0,2309,0,Functional-Cardio Workout,2021-02-26,0,1,[],[],0,0,30,129,169,NaN,127.6,124.8,436,38.48
4850701851,Evening Activity,0,995,0,Functional-Cardio Workout,2021-02-26,0,1,[],[],0,0,31,118.2,144,NaN,133.8,133.8,161,16.58
4845169334,Evening Activity,0,3393,0,Functional-Cardio Workout,2021-02-25,0,1,[],[],0,0,32,139,168,NaN,127,127,726,56.55
4838630993,Afternoon Activity,0,1289,0,Yoga,2021-02-23,0,1,[],[],0,0,29,74.6,101,NaN,NaN,NaN,67,21.48
4832500182,Afternoon Activity,0,1925,0,Functional-Cardio Workout,2021-02-22,0,1,[],[],0,0,31,142.7,172,NaN,25.8,25.8,430,32.08
4827427464,Afternoon Activity,0,1844,0,Functional-Cardio Workout,2021-02-21,0,1,[],[],0,0,31,139.7,180,NaN,49.2,49.2,398,30.73
4809641756,Afternoon Activity,0,1956,0,Functional-Cardio Workout,2021-02-18,0,1,[],[],0,0,25,146.6,182,NaN,86.4,86.4,456,32.6
4804756058,Evening Activity,0,2141,0,Functional-Cardio Workout,2021-02-18,0,1,[],[],0,0,25,147.6,181,NaN,130.2,130.2,505,35.68
4799257614,Afternoon Activity,0,1832,0,Functional-Cardio Workout,2021-02-16,0,1,[],[],0,0,23,152.8,183,NaN,164.8,159,456,30.53
4792927722,Afternoon Activity,0,2695,0,Functional-Cardio Workout,2021-02-15,0,1,[],[],0,0,26,144.3,169,NaN,111,111,613,44.92
4783185509,Afternoon Activity,0,3065,0,Functional-Cardio Workout,2021-02-13,0,1,[],[],0,0,29,100.2,142,NaN,127.6,127.6,357,51.08
4773163688,Evening Activity,0,2548,0,Functional-Cardio Workout,2021-02-12,0,1,[],[],0,0,30,113.4,156,NaN,101.8,101.8,382,42.47
4767157186,Afternoon Activity,0,1323,0,Functional-Cardio Workout,2021-02-10,0,1,[],[],0,0,32,149.2,173,NaN,128.2,128.2,317,22.05
4763079712,Evening Activity,0,2123,0,Functional-Cardio Workout,2021-02-10,0,1,[],[],0,0,32,145.6,175,NaN,134.4,134.4,490,35.38
4756274364,Lunch Activity,0,1894,0,Functional-Cardio Workout,2021-02-08,0,1,[],[],0,0,31,152.8,174,NaN,127.4,127.4,471,31.57
4747434122,Evening Activity,0,1736,0,Functional-Cardio Workout,2021-02-07,0,1,[],[],0,0,30,142.5,189,NaN,134.2,134.2,387,28.93
4741205103,Afternoon Activity,0,2504,0,Functional-Cardio Workout,2021-02-05,0,1,[],[],0,0,30,134,164,NaN,132.8,132.8,505,41.73
4734128026,Lunch Activity,0,1384,0,Functional-Cardio Workout,2021-02-04,0,1,[],[],0,0,31,135,170,NaN,124.2,124.2,282,23.07
4730136600,Afternoon Activity,0,2218,0,Functional-Cardio Workout,2021-02-03,0,1,[],[],0,0,31,152.4,179,NaN,124.2,124.2,550,36.97
4724827491,Afternoon Activity,0,1802,0,Functional-Cardio Workout,2021-02-02,0,1,[],[],0,0,30,145,188,NaN,124.2,124.2,413,30.03
4718449246,Lunch Activity,0,2403,0,Functional-Cardio Workout,2021-02-01,0,1,[],[],0,0,31,133,179,NaN,124.2,124.2,478,40.05
4707904863,Afternoon Activity,0,2304,0,Functional-Cardio Workout,2021-01-30,0,1,[],[],0,0,31,140.2,173,NaN,121.2,121.2,500,38.4
4702683752,Evening Activity,0,2687,0,Functional-Cardio Workout,2021-01-30,0,1,[],[],0,0,29,134.2,178,NaN,121.2,121.2,543,44.78
4697880004,Evening Activity,0,3682,0,Functional-Cardio Workout,2021-01-29,0,1,[],[],0,0,29,143.8,174,NaN,122.4,122.4,833,61.37
4697090333,Afternoon Activity,0,364,0,Functional-Cardio Workout,2021-01-28,0,1,[],[],0,0,30,68.8,81,NaN,NaN,NaN,14,6.07
4691366730,Lunch Activity,0,3493,0,Functional-Cardio Workout,2021-01-27,0,1,[],[],0,0,33,127.7,169,NaN,122.4,122.4,649,58.22
4684363148,Morning Activity,0,2464,0,Functional-Cardio Workout,2021-01-26,0,1,[],[],0,0,27,142.7,185,NaN,127.4,127.4,550,41.07
4681572902,Afternoon Activity,0,1263,0,Functional-Cardio Workout,2021-01-25,0,1,[],[],0,0,31,140.5,178,NaN,124.4,124.4,275,21.05
