activity_id,name,start_date,sport_type,distance,workout_time_min,calories,total_elevation_gain,start_lat,start_long,end_lat,end_long,average_speed_km/h,max_speed_km/h,average_temp,average_heartrate,max_heartrate,avg_time_per_lap,lap_count,distance_score,workout_time_score,calorie_score,total_elevation_gain_score,average_heartrate_score,max_heartrate_score,avg_time_per_lap_score,lap_count_score,avg_speed_score,max_speed_score,effort_score,effort_score_label,effort_score_rank
8349952043,Evening Workout,2023-01-07,Functional-Cardio Workout,0,48.33,361,0,,NaN,,NaN,0,0,32,124.2,176,16.10666667,3,1,40,35,1,10,30,10,10,1,1,139,Medium Effort,3
8345023058,Evening Workout,2023-01-06,Functional-Cardio Workout,0,35.13,374,0,,NaN,,NaN,0,0,30,138.1,167,35.12,1,1,30,35,1,15,25,20,5,1,1,134,Medium Effort,3
8334285682,Evening Run,2023-01-04,Run,4.62,30.37,352,7,27.46713091,-99.50678132,27.46695413,-99.50588898,9.3528,16.632,27,148.3,179,6.058,5,5,25,35,5,20,30,5,25,25,20,195,High Effort,4
8339517521,Afternoon Workout,2023-01-04,Functional-Cardio Workout,0,52.87,580,0,,NaN,,NaN,0,0,31,144.4,177,13.21,4,1,0,50,1,15,30,10,20,1,1,129,Medium Effort,3
8329288562,Evening Workout,2023-01-03,Functional-Cardio Workout,0,45.37,508,0,,NaN,,NaN,0,0,31,144.1,178,11.3325,4,1,40,50,1,15,30,10,20,1,1,169,High Effort,4
8323038910,Afternoon Workout,2023-01-01,Functional-Cardio Workout,0,53.9,494,0,,NaN,,NaN,0,0,32,135.8,163,10.778,5,1,0,40,1,15,15,10,25,1,1,109,Low Effort,2
8314003228,Evening Workout,2022-12-31,Functional-Cardio Workout,0,27.55,326,0,,NaN,,NaN,0,0,28,144.9,174,5.5,5,1,20,35,1,15,25,5,25,1,1,129,Medium Effort,3
8318058695,Afternoon Workout,2022-12-31,Functional-Cardio Workout,0,27.27,338,0,,NaN,,NaN,0,0,31,150.5,178,6.805,4,1,20,35,1,20,30,5,20,1,1,134,Medium Effort,3
8304820435,Afternoon Workout,2022-12-28,Functional-Cardio Workout,0,40.07,424,0,,NaN,,NaN,0,0,30,139,180,10.0125,4,1,35,40,1,15,30,10,20,1,1,154,High Effort,4
8300432096,Evening Workout,2022-12-28,Functional-Cardio Workout,0,36.52,336,0,,NaN,,NaN,0,0,27,134.8,165,12.16666667,3,1,30,35,1,15,25,10,10,1,1,129,Medium Effort,3
8290365391,Lunch Workout,2022-12-25,Functional-Cardio Workout,0,36.1,183,0,,NaN,,NaN,0,0,26,111.2,141,36.1,1,1,30,15,1,10,15,20,5,1,1,99,No Effort,1
8287265002,Lunch Workout,2022-12-24,Functional-Cardio Workout,0,52.47,551,0,,NaN,,NaN,0,0,26,139.1,166,10.482,5,1,0,50,1,15,25,10,25,1,1,129,Medium Effort,3
8280431309,Evening Workout,2022-12-23,Functional-Cardio Workout,0,30.5,283,0,,NaN,,NaN,0,0,21,128.1,159,7.615,4,1,25,25,1,10,15,5,20,1,1,104,Low Effort,2
8283247244,Afternoon Workout,2022-12-23,Functional-Cardio Workout,0,31.88,346,0,,NaN,,NaN,0,0,22,140.9,165,7.9675,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
8276678772,Afternoon Workout,2022-12-21,Functional-Cardio Workout,0,30.93,360,0,,NaN,,NaN,0,0,25,143.1,165,7.725,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
8272535392,Afternoon Workout,2022-12-20,Functional-Cardio Workout,0,40.47,467,0,,NaN,,NaN,0,0,21,147.7,177,20.225,2,1,35,40,1,20,30,15,5,1,1,149,Medium Effort,3
8272535301,Afternoon Workout,2022-12-19,Functional-Cardio Workout,0,51.85,599,0,,NaN,,NaN,0,0,23,149.5,182,10.364,5,1,0,50,1,20,30,10,25,1,1,139,Medium Effort,3
8264840790,Afternoon Workout,2022-12-18,Functional-Cardio Workout,0,37.15,367,0,,NaN,,NaN,0,0,26,134.1,172,9.285,4,1,30,35,1,15,25,5,20,1,1,134,Medium Effort,3
8264742904,Afternoon Trail Run,2022-12-18,TrailRun,8.44,71.13,694,155,30.40048613,-97.68428089,30.40118602,-97.68481867,8.3448,15.264,21,152,171,11.85166667,6,10,50,60,10,20,25,10,35,15,20,255,High Effort,4
8256810166,Evening Workout,2022-12-17,Functional-Cardio Workout,0,28.23,308,0,,NaN,,NaN,0,0,23,146.9,173,28.23,1,1,20,35,1,20,25,15,5,1,1,124,Low Effort,2
8253528404,Evening Workout,2022-12-16,Functional-Cardio Workout,0,51.28,402,0,,NaN,,NaN,0,0,27,129.5,167,12.8125,4,1,0,40,1,10,25,10,20,1,1,109,Low Effort,2
8245669298,Afternoon Workout,2022-12-13,Functional-Cardio Workout,0,47.02,513,0,,NaN,,NaN,0,0,29,146.1,179,11.7525,4,1,40,50,1,20,30,10,20,1,1,174,High Effort,4
8241317810,Afternoon Run,2022-12-12,Run,7.47,53.22,583,66,30.38788394,-97.73653938,30.38941573,-97.73564301,9.306,14.9688,26,154,172,6.6425,8,10,0,50,5,20,25,5,35,25,15,190,High Effort,4
8229088227,Afternoon Workout,2022-12-09,Functional-Cardio Workout,0,40.78,357,0,,NaN,,NaN,0,0,31,143,166,8.14,5,1,35,35,1,15,25,5,25,1,1,144,Medium Effort,3
8225784809,Evening Workout,2022-12-09,Functional-Cardio Workout,0,43.75,445,0,,NaN,,NaN,0,0,31,138.2,167,10.9275,4,1,35,40,1,15,25,10,20,1,1,149,Medium Effort,3
8221018861,Afternoon Workout,2022-12-07,Functional-Cardio Workout,0,22.2,239,0,,NaN,,NaN,0,0,29,136,168,22.2,1,1,15,25,1,15,25,15,5,1,1,104,Low Effort,2
8217650720,Night Run,2022-12-07,Run,0.56,3.38,44,4,30.27239825,-97.75620282,30.27038215,-97.75083303,10.0008,13.248,28,158.7,166,3.38,1,5,1,5,5,30,25,1,5,30,15,122,Low Effort,2
8217650717,Evening Run,2022-12-07,Run,9.95,148.75,828,58,30.27467703,-97.76491446,30.27262355,-97.75826275,9.1836,23.202,28,161.5,182,14.866,10,10,50,80,5,30,30,10,35,25,0,275,High Effort,4
8212453296,Afternoon Workout,2022-12-05,Functional-Cardio Workout,0,43.92,407,0,,NaN,,NaN,0,0,28,134.3,168,10.98,4,1,35,40,1,15,25,10,20,1,1,149,Medium Effort,3
8208589520,Afternoon Workout,2022-12-04,Functional-Cardio Workout,0,61.02,474,0,,NaN,,NaN,0,0,25,133.4,171,12.196,5,1,50,40,1,15,25,10,25,1,1,169,High Effort,4
8203727142,Afternoon Workout,2022-12-03,Functional-Cardio Workout,0,28.57,330,0,,NaN,,NaN,0,0,27,144.1,179,28.55,1,1,20,35,1,15,30,15,5,1,1,124,Low Effort,2
8203727133,Evening Workout,2022-12-03,Functional-Cardio Workout,0,28.6,299,0,,NaN,,NaN,0,0,29,140.5,165,28.58,1,1,20,25,1,15,25,15,5,1,1,109,Low Effort,2
8203727114,Evening Run,2022-12-03,Run,1.26,7.33,94,3,27.46528932,-99.50124599,27.4677137,-99.50632886,10.6956,15.3108,26,150.1,159,3.66,2,5,1,5,5,20,15,1,5,30,20,107,Low Effort,2
8191621998,Evening Workout,2022-12-01,Functional-Cardio Workout,0,33.47,279,0,,NaN,,NaN,0,0,29,124.3,166,11.15333333,3,1,25,25,1,10,25,10,10,1,1,109,Low Effort,2
8187238246,Evening Workout,2022-11-30,Functional-Cardio Workout,0,32.37,365,0,,NaN,,NaN,0,0,30,144.5,187,6.468,5,1,25,35,1,15,35,5,25,1,1,144,Medium Effort,3
8182235363,Afternoon Workout,2022-11-28,Functional-Cardio Workout,0,37.93,314,0,,NaN,,NaN,0,0,30,125.3,162,7.576,5,1,30,35,1,10,15,5,25,1,1,124,Low Effort,2
8182235331,Morning Weight Training,2022-11-26,WeightTraining,0,39.12,324,0,,NaN,,NaN,0,0,29,124,157,39.12,1,1,30,35,1,10,15,20,5,1,1,119,Low Effort,2
8160150145,Evening Workout,2022-11-24,Functional-Cardio Workout,0,36.43,426,0,,NaN,,NaN,0,0,28,146.5,170,7.274,5,1,30,40,1,20,25,5,25,1,1,149,Medium Effort,3
8151030129,Evening Workout,2022-11-22,Functional-Cardio Workout,0,44.98,394,0,,NaN,,NaN,0,0,26,131.6,163,8.99,5,1,35,35,1,15,15,5,25,1,1,134,Medium Effort,3
8155361427,Afternoon Workout,2022-11-22,Functional-Cardio Workout,0,36.78,375,0,,NaN,,NaN,0,0,26,138.6,170,7.346,5,1,30,35,1,15,25,5,25,1,1,139,Medium Effort,3
8146441132,Afternoon Workout,2022-11-20,Functional-Cardio Workout,0,29.95,348,0,,NaN,,NaN,0,0,24,148.3,173,5.98,5,1,20,35,1,20,25,5,25,1,1,134,Medium Effort,3
8141884509,Afternoon Workout,2022-11-19,Functional-Cardio Workout,0,28.62,281,0,,NaN,,NaN,0,0,23,134.8,166,14.31,2,1,20,25,1,15,25,10,5,1,1,104,Low Effort,2
8137158637,Evening Workout,2022-11-19,Functional-Cardio Workout,0,24.75,279,0,,NaN,,NaN,0,0,28,144.4,166,6.185,4,1,15,25,1,15,25,5,20,1,1,109,Low Effort,2
8132627372,Afternoon Workout,2022-11-17,Functional-Cardio Workout,0,22.45,238,0,,NaN,,NaN,0,0,27,139.2,173,4.482,5,1,15,25,1,15,25,1,25,1,1,110,Low Effort,2
8124106588,Evening Workout,2022-11-16,Functional-Cardio Workout,0,30.77,371,0,,NaN,,NaN,0,0,30,152.4,184,30.77,1,1,25,35,1,20,30,20,5,1,1,139,Medium Effort,3
8132355459,Afternoon Workout,2022-11-16,Functional-Cardio Workout,0,30.05,137,0,,NaN,,NaN,0,0,30,95.1,128,30.05,1,1,25,15,1,5,10,20,5,1,1,84,No Effort,1
8119355717,Evening Workout,2022-11-15,Functional-Cardio Workout,0,20.55,213,0,,NaN,,NaN,0,0,27,138.2,167,4.104,5,1,15,25,1,15,25,1,25,1,1,110,Low Effort,2
8119355702,Evening Workout,2022-11-10,Functional-Cardio Workout,0,44.3,430,0,,NaN,,NaN,0,0,31,139.5,167,7.378333333,6,1,35,40,1,15,25,5,35,1,1,159,High Effort,4
8088332251,Lunch Workout,2022-11-08,Functional-Cardio Workout,0,29.95,298,0,,NaN,,NaN,0,0,31,138.9,173,9.973333333,3,1,20,25,1,15,25,5,10,1,1,104,Low Effort,2
8083176906,Lunch Workout,2022-11-07,Functional-Cardio Workout,0,21.15,255,0,,NaN,,NaN,0,0,31,150.6,174,4.226,5,1,15,25,1,20,25,1,25,1,1,115,Low Effort,2
8079471189,Lunch Workout,2022-11-06,Functional-Cardio Workout,0,61.37,499,0,,NaN,,NaN,0,0,31,133.2,165,12.268,5,1,50,40,1,15,25,10,25,1,1,169,High Effort,4
8068964123,Afternoon Workout,2022-11-04,Functional-Cardio Workout,0,54.23,447,0,,NaN,,NaN,0,0,32,131.6,173,10.834,5,1,0,40,1,15,25,10,25,1,1,119,Low Effort,2
8068964116,Evening Workout,2022-11-03,Functional-Cardio Workout,0,34.8,370,0,,NaN,,NaN,0,0,29,140.4,172,6.952,5,1,25,35,1,15,25,5,25,1,1,134,Medium Effort,3
8055576307,Evening Workout,2022-11-02,Functional-Cardio Workout,0,70.05,622,0,,NaN,,NaN,0,0,34,137.8,187,70.05,1,1,50,60,1,15,35,20,5,1,1,189,High Effort,4
8050185517,Evening Workout,2022-11-01,Functional-Cardio Workout,0,38.43,459,0,,NaN,,NaN,0,0,30,148.4,174,6.398333333,6,1,30,40,1,20,25,5,35,1,1,159,High Effort,4
8044302453,Lunch Workout,2022-10-30,Functional-Cardio Workout,0,23.67,275,0,,NaN,,NaN,0,0,30,147.8,175,23.65,1,1,15,25,1,20,30,15,5,1,1,114,Low Effort,2
8034000587,Afternoon Workout,2022-10-28,Functional-Cardio Workout,0,44.33,418,0,,NaN,,NaN,0,0,29,135.6,178,7.38,6,1,35,40,1,15,30,5,35,1,1,164,High Effort,4
8029975644,Evening Ride,2022-10-27,Ride,0,48.25,407,0,,NaN,,NaN,0,0,30,127.7,155,48.25,1,1,40,40,1,10,15,20,5,5,5,142,Medium Effort,3
8024916101,Evening Workout,2022-10-26,Functional-Cardio Workout,0,47.82,365,0,,NaN,,NaN,0,0,31,133.4,166,7.96,6,1,40,35,1,15,25,5,35,1,1,159,High Effort,4
8019342575,Afternoon Workout,2022-10-25,Functional-Cardio Workout,0,53.53,461,0,,NaN,,NaN,0,0,30,134.7,176,8.915,6,1,0,40,1,15,30,5,35,1,1,129,Medium Effort,3
8014397326,Afternoon Workout,2022-10-24,Functional-Cardio Workout,0,47.42,529,0,,NaN,,NaN,0,0,32,145.8,174,7.893333333,6,1,40,50,1,20,25,5,35,1,1,179,High Effort,4
8014397281,Evening Workout,2022-10-23,Functional-Cardio Workout,0,23.4,257,0,,NaN,,NaN,0,0,31,140.4,170,11.7,2,1,15,25,1,15,25,10,5,1,1,99,No Effort,1
8014397301,Evening Workout,2022-10-21,Functional-Cardio Workout,0,61.75,553,0,,NaN,,NaN,0,0,32,136.1,167,10.28,6,1,50,50,1,15,25,10,35,1,1,189,High Effort,4
7995086512,Evening Hike,2022-10-20,Hike,5,73.92,277,49,30.24482765,-97.80955019,30.2445016,-97.80930569,4.1256,25.5924,27,89.6,124,73.83,1,5,50,25,5,5,10,20,5,5,25,155,High Effort,4
7985428379,Evening Workout,2022-10-19,Functional-Cardio Workout,0,56.93,464,0,,NaN,,NaN,0,0,33,127,178,56.93,1,1,45,40,1,10,30,20,5,1,1,154,High Effort,4
7990214715,Evening Ride,2022-10-19,Ride,0,26.17,210,0,,NaN,,NaN,0,0,28,120.3,143,26.37,1,1,20,25,1,10,15,15,5,5,5,102,Low Effort,2
7979518267,Afternoon Row,2022-10-17,Rowing,0,30.38,322,0,,NaN,,NaN,0,0,28,136.7,170,30.37,1,1,25,35,1,15,25,20,5,1,1,129,Medium Effort,3
7979517970,Afternoon Workout,2022-10-17,Functional-Cardio Workout,0,20.68,163,0,,NaN,,NaN,0,0,26,136.6,167,20.67,1,1,15,15,1,15,25,15,5,1,1,94,No Effort,1
7962893212,Afternoon Workout,2022-10-14,Functional-Cardio Workout,0,12.57,155,0,,NaN,,NaN,0,0,33,148.2,169,12.57,1,1,5,15,1,20,25,10,5,1,1,84,No Effort,1
7959299285,Afternoon Ride,2022-10-13,Ride,0,31.98,239,0,,NaN,,NaN,0,0,29,119.1,148,31.97,1,1,25,25,1,10,15,20,5,5,5,112,Low Effort,2
7959299281,Afternoon Row,2022-10-13,Rowing,0,25.9,232,0,,NaN,,NaN,0,0,26,128.3,150,25.9,1,1,20,25,1,10,15,15,5,1,1,94,No Effort,1
7959299382,Afternoon Swim,2022-10-13,Swim,0.25,13,56,0,,NaN,,NaN,1.5084,3.8808,NaN,93.4,103,2.5425,4,15,5,5,1,5,10,1,20,5,5,72,No Effort,1
7954296350,Afternoon Swim,2022-10-12,Swim,0.42,18.57,96,0,,NaN,,NaN,1.9296,22.0536,NaN,108.4,125,2.171666667,6,30,10,5,1,10,10,1,35,5,0,107,Low Effort,2
7949259794,Afternoon Workout,2022-10-11,Functional-Cardio Workout,0,70.78,553,0,,NaN,,NaN,0,0,32,133.4,174,14.148,5,1,50,50,1,15,25,10,25,1,1,179,High Effort,4
7943814572,Afternoon Workout,2022-10-10,Functional-Cardio Workout,0,18.37,153,0,,NaN,,NaN,0,0,32,128.9,160,6.12,3,1,10,15,1,10,15,5,10,1,1,69,No Effort,1
7939267017,Evening Workout,2022-10-10,Functional-Cardio Workout,0,37.12,336,0,,NaN,,NaN,0,0,33,128.1,164,18.55,2,1,30,35,1,10,15,10,5,1,1,109,Low Effort,2
7927920375,Evening Workout,2022-10-08,Functional-Cardio Workout,0,19.27,216,0,,NaN,,NaN,0,0,30,139.9,162,6.413333333,3,1,10,25,1,15,15,5,10,1,1,84,No Effort,1
7918414987,Evening Ride,2022-10-06,Ride,11.68,54.6,297,123,30.4013669,-97.68534556,30.4017238,-97.68448859,18.2304,34.128,27,115.6,139,27.285,2,15,0,25,10,10,15,15,5,25,25,145,Medium Effort,3
7923110121,Afternoon Ride,2022-10-06,Ride,12.51,68.32,625,448,30.40155608,-97.68450175,30.40176898,-97.6844523,12.6972,32.8536,32,139.9,172,34.14,2,20,50,60,25,15,25,20,5,15,25,260,High Effort,4
7918414980,Evening Workout,2022-10-05,Functional-Cardio Workout,0,53.72,469,0,,NaN,,NaN,0,0,30,134.6,171,10.736,5,1,0,40,1,15,25,10,25,1,1,119,Low Effort,2
7906191054,Lunch Workout,2022-10-03,Functional-Cardio Workout,0,36.9,338,0,,NaN,,NaN,0,0,30,133.1,162,9.2125,4,1,30,35,1,15,15,5,20,1,1,124,Low Effort,2
7901583312,Lunch Yoga,2022-10-02,Yoga,0,40.25,126,0,,NaN,,NaN,0,0,28,84.8,127,40.25,1,1,35,15,1,5,10,20,5,1,1,94,No Effort,1
7901583230,Afternoon Workout,2022-10-01,Functional-Cardio Workout,0,29.52,327,0,,NaN,,NaN,0,0,32,143.8,175,7.37,4,1,20,35,1,15,30,5,20,1,1,129,Medium Effort,3
7891913019,Evening Mountain Bike Ride,2022-09-30,MountainBikeRide,5.02,35.22,226,37,30.50568522,-97.7828934,30.50573342,-97.78282785,11.61,21.3984,28,124,145,35.22,1,10,30,25,5,10,15,20,5,10,15,145,Medium Effort,3
7887509906,Afternoon Ride,2022-09-29,Ride,11.77,78.17,619,139,30.40467189,-97.68201736,30.40463861,-97.68195273,11.7,35.1432,32,141,164,40.285,2,15,50,60,10,15,15,20,5,10,30,230,High Effort,4
7877830728,Evening Workout,2022-09-28,Functional-Cardio Workout,0,61.35,460,0,,NaN,,NaN,0,0,34,136.3,181,61.35,1,1,50,40,1,15,30,20,5,1,1,164,High Effort,4
7881485870,Afternoon Workout,2022-09-28,Functional-Cardio Workout,0,34.45,308,0,,NaN,,NaN,0,0,32,130.5,159,5.736666667,6,1,25,35,1,15,15,5,35,1,1,134,Medium Effort,3
7872000948,Afternoon Workout,2022-09-26,Functional-Cardio Workout,0,39.93,383,0,,NaN,,NaN,0,0,32,136.1,172,7.978,5,1,30,35,1,15,25,5,25,1,1,139,Medium Effort,3
7867936072,Evening Workout,2022-09-26,Functional-Cardio Workout,0,40.98,330,0,,NaN,,NaN,0,0,33,130.5,161,10.2375,4,1,35,35,1,15,15,10,20,1,1,134,Medium Effort,3
7860502925,Morning Workout,2022-09-24,Functional-Cardio Workout,0,62.92,615,0,,NaN,,NaN,0,0,33,144,172,10.475,6,1,50,60,1,15,25,10,35,1,1,199,High Effort,4
7851566640,Afternoon Workout,2022-09-22,Functional-Cardio Workout,0,33.2,294,0,,NaN,,NaN,0,0,33,134.1,174,8.295,4,1,25,25,1,15,25,5,20,1,1,119,Low Effort,2
7846435025,Afternoon Workout,2022-09-21,Functional-Cardio Workout,0,33.42,332,0,,NaN,,NaN,0,0,33,138.1,169,33.4,1,1,25,35,1,15,25,20,5,1,1,129,Medium Effort,3
7841605387,Evening Workout,2022-09-21,Functional-Cardio Workout,0,52.53,452,0,,NaN,,NaN,0,0,33,130.9,173,52.53,1,1,0,40,1,15,25,20,5,1,1,109,Low Effort,2
7835158574,Afternoon Workout,2022-09-19,Functional-Cardio Workout,0,26.92,301,0,,NaN,,NaN,0,0,33,144.8,175,5.372,5,1,20,35,1,15,30,5,25,1,1,134,Medium Effort,3
7829208307,Morning Workout,2022-09-18,Functional-Cardio Workout,0,26.47,309,0,,NaN,,NaN,0,0,33,148.1,175,26.48,1,1,20,35,1,20,30,15,5,1,1,129,Medium Effort,3
7817521073,Morning Workout,2022-09-16,Functional-Cardio Workout,0,29.5,336,0,,NaN,,NaN,0,0,32,145.1,172,5.896,5,1,20,35,1,20,25,5,25,1,1,134,Medium Effort,3
7814760129,Afternoon Ride,2022-09-15,Ride,0,20.93,153,0,,NaN,,NaN,0,0,29,117.1,155,20.93,1,1,15,15,1,10,15,15,5,5,5,87,No Effort,1
7809401836,Afternoon Workout,2022-09-14,Functional-Cardio Workout,0,36.37,382,0,,NaN,,NaN,0,0,32,142,170,7.27,5,1,30,35,1,15,25,5,25,1,1,139,Medium Effort,3
7803664451,Afternoon Workout,2022-09-13,Functional-Cardio Workout,0,23.4,198,0,,NaN,,NaN,0,0,33,127.2,154,4.676,5,1,15,15,1,10,15,1,25,1,1,85,No Effort,1
7798186339,Afternoon Workout,2022-09-12,Functional-Cardio Workout,0,40.4,231,0,,NaN,,NaN,0,0,33,116.7,159,8.076,5,1,35,25,1,10,15,5,25,1,1,119,Low Effort,2
7785525706,Morning Workout,2022-09-10,Functional-Cardio Workout,0,31.92,336,0,,NaN,,NaN,0,0,32,144.3,179,7.975,4,1,25,35,1,15,30,5,20,1,1,134,Medium Effort,3
7781716408,Afternoon Workout,2022-09-09,Functional-Cardio Workout,0,34.97,324,0,,NaN,,NaN,0,0,33,136.9,172,8.735,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
7777108383,Afternoon Workout,2022-09-08,Functional-Cardio Workout,0,42.45,372,0,,NaN,,NaN,0,0,32,137.7,171,10.6025,4,1,35,35,1,15,25,10,20,1,1,144,Medium Effort,3
7767086065,Evening Workout,2022-09-07,Functional-Cardio Workout,0,58.47,580,0,,NaN,,NaN,0,0,34,143.6,180,58.45,1,1,45,50,1,15,30,20,5,1,1,169,High Effort,4
7772120351,Afternoon Workout,2022-09-07,Functional-Cardio Workout,0,21.48,230,0,,NaN,,NaN,0,0,32,141.3,170,5.3625,4,1,15,25,1,15,25,5,20,1,1,109,Low Effort,2
7767086089,Afternoon Ride,2022-09-05,Ride,8.6,48.02,459,60,30.20705611,-97.90457834,30.20705863,-97.90465252,12.5928,24.6528,35,142.2,165,24,2,15,40,40,5,15,25,15,5,15,15,190,High Effort,4
7767086080,Lunch Hike,2022-09-04,Hike,3.09,76.6,329,135,30.50172427,-98.81824317,30.49352693,-98.82049413,4.1904,59.2704,35,98.7,149,76.48,1,4,50,35,10,5,15,20,5,5,35,184,High Effort,4
7744120120,Afternoon Workout,2022-09-02,Functional-Cardio Workout,0,30.93,288,0,,NaN,,NaN,0,0,33,134.4,169,7.7225,4,1,25,25,1,15,25,5,20,1,1,119,Low Effort,2
7744120183,Evening Workout,2022-09-01,Functional-Cardio Workout,0,49.72,376,0,,NaN,,NaN,0,0,33,166.7,189,9.934,5,1,40,35,1,35,35,5,25,1,1,179,High Effort,4
7733338470,Evening Workout,2022-08-31,Functional-Cardio Workout,0,66.9,598,0,,NaN,,NaN,0,0,33,137.8,181,66.88,1,1,50,50,1,15,30,20,5,1,1,174,High Effort,4
7733338456,Afternoon Workout,2022-08-31,Functional-Cardio Workout,0,37.67,416,0,,NaN,,NaN,0,0,32,148,176,7.518,5,1,30,40,1,20,30,5,25,1,1,154,High Effort,4
7700419004,Afternoon Workout,2022-08-25,Functional-Cardio Workout,0,39.28,348,0,,NaN,,NaN,0,0,33,131.1,152,9.8125,4,1,30,35,1,15,15,5,20,1,1,124,Low Effort,2
7697533117,Evening Workout,2022-08-24,Functional-Cardio Workout,0,54.15,554,0,,NaN,,NaN,0,0,34,143.2,178,54.15,1,1,0,50,1,15,30,20,5,1,1,124,Low Effort,2
7697533691,Evening Workout,2022-08-24,Functional-Cardio Workout,0,23.2,258,0,,NaN,,NaN,0,0,30,142,171,3.856666667,6,1,15,25,1,15,25,1,35,1,1,120,Low Effort,2
7697532478,Morning Workout,2022-08-23,Functional-Cardio Workout,0,39.32,353,0,,NaN,,NaN,0,0,31,132,163,7.852,5,1,30,35,1,15,15,5,25,1,1,129,Medium Effort,3
7697532128,Afternoon Workout,2022-08-22,Functional-Cardio Workout,0,37.97,404,0,,NaN,,NaN,0,0,33,143,172,9.485,4,1,30,40,1,15,25,5,20,1,1,139,Medium Effort,3
7676993625,Lunch Workout,2022-08-21,Functional-Cardio Workout,0,30.8,300,0,,NaN,,NaN,0,0,32,136.2,167,7.6875,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
7671148736,Lunch Workout,2022-08-20,Functional-Cardio Workout,0,46.75,380,0,,NaN,,NaN,0,0,33,132.5,168,9.338,5,1,40,35,1,15,25,5,25,1,1,149,Medium Effort,3
7661938174,Evening Workout,2022-08-19,Functional-Cardio Workout,0,31.95,382,0,,NaN,,NaN,0,0,32,153.3,172,5.313333333,6,1,25,35,1,20,25,5,35,1,1,149,Medium Effort,3
7655951082,Afternoon Workout,2022-08-17,Functional-Cardio Workout,0,27.57,331,0,,NaN,,NaN,0,0,33,150.4,173,5.502,5,1,20,35,1,20,25,5,25,1,1,134,Medium Effort,3
7643729354,Afternoon Workout,2022-08-15,Functional-Cardio Workout,0,34.58,416,0,,NaN,,NaN,0,0,33,150.7,179,6.91,5,1,25,40,1,20,30,5,25,1,1,149,Medium Effort,3
7639108992,Morning Kayaking,2022-08-14,Kayaking,3.91,78.98,274,22,30.26666787,-97.75932466,30.26061857,-97.74257619,3.9924,7.8804,31,88.6,101,78.93,1,4,50,25,5,5,10,20,5,5,10,139,Medium Effort,3
7627852888,Afternoon Workout,2022-08-12,Functional-Cardio Workout,0,28.92,355,0,,NaN,,NaN,0,0,34,156.8,181,28.92,1,1,20,35,1,30,30,15,5,1,1,139,Medium Effort,3
7617909397,Evening Workout,2022-08-11,Functional-Cardio Workout,0,24.85,295,0,,NaN,,NaN,0,0,33,146.4,165,2.751111111,9,1,15,25,1,20,25,1,35,1,1,125,Medium Effort,3
7612343504,Evening Workout,2022-08-10,Functional-Cardio Workout,0,28.07,345,0,,NaN,,NaN,0,0,34,153.7,173,4.67,6,1,20,35,1,20,25,1,35,1,1,140,Medium Effort,3
7605977133,Evening Workout,2022-08-08,Functional-Cardio Workout,0,31.17,405,0,,NaN,,NaN,0,0,33,156.5,178,6.22,5,1,25,40,1,30,30,5,25,1,1,159,High Effort,4
7605386863,Morning Walk,2022-08-04,Walk,1.54,93.13,339,168,-13.87144818,-71.31697839,-13.86905582,-71.30295857,2.88,5.832,26,123.6,144,92.9,1,2,50,35,10,10,15,20,5,5,10,162,High Effort,4
7605385250,Morning Workout,2022-08-01,Functional-Cardio Workout,0,20.05,197,0,,NaN,,NaN,0,0,27,129,163,4.006,5,1,15,15,1,10,15,1,25,1,1,85,No Effort,1
7549296930,Afternoon Workout,2022-07-26,Functional-Cardio Workout,0,30.65,371,0,,NaN,,NaN,0,0,29,148.3,177,6.122,5,1,25,35,1,20,30,5,25,1,1,144,Medium Effort,3
7549296287,Lunch Workout,2022-07-25,Functional-Cardio Workout,0,27.53,358,0,,NaN,,NaN,0,0,27,151.2,166,5.494,5,1,20,35,1,20,25,5,25,1,1,134,Medium Effort,3
7549295861,Afternoon Workout,2022-07-24,Functional-Cardio Workout,0,18.12,222,0,,NaN,,NaN,0,0,25,145.8,165,3.011666667,6,1,10,25,1,20,25,1,35,1,1,120,Low Effort,2
7549295303,Evening Workout,2022-07-21,Functional-Cardio Workout,0,50.53,496,0,,NaN,,NaN,0,0,34,144.8,177,10.1,5,1,0,40,1,15,30,10,25,1,1,124,Low Effort,2
7501678752,Afternoon Workout,2022-07-20,Functional-Cardio Workout,0,31.38,383,0,,NaN,,NaN,0,0,36,146.7,168,6.266,5,1,25,35,1,20,25,5,25,1,1,139,Medium Effort,3
7496684204,Evening Workout,2022-07-19,Functional-Cardio Workout,0,31.57,384,0,,NaN,,NaN,0,0,35,147.9,174,6.308,5,1,25,35,1,20,25,5,25,1,1,139,Medium Effort,3
7490027394,Lunch Workout,2022-07-18,Functional-Cardio Workout,0,36.55,434,0,,NaN,,NaN,0,0,34,147,172,7.306,5,1,30,40,1,20,25,5,25,1,1,149,Medium Effort,3
