,First Recorded Workout:,Most Recent Workout,Average Workout Duration in Minutes,Average Calories Burned Per Workout,Average Distance in Kilometers,Average Heart Rate,Average Max Hear Rate,Average Speed,Average Max Speed,Number of Workouts:,Average Number of Laps
Info,2020-05-26,2023-03-14,57.37,403.77777777777777,7.0,125.0,152.0,7.2 km/h,18.0 km/h,27,2.0
