,activity_id,sport_type,distance,workout_time_min,calories,total_elevation_gain,average_speed_km/h,max_speed_km/h,average_heartrate,max_heartrate,avg_time_per_lap,lap_count,distance_score,workout_time_score,calorie_score,total_elevation_gain_score,average_heartrate_score,max_heartrate_score,avg_time_per_lap_score,lap_count_score,avg_speed_score,max_speed_score
99,8264742904,TrailRun,8.44,71.13,694.0,155.0,8.344800000000001,15.264000000000001,152.0,171.0,11.85166667,6,10,50,60,10,20,25,10,35,15,20
100,8256810166,Functional-Cardio Workout,0.0,28.23,308.0,0.0,0.0,0.0,146.9,173.0,28.23,1,1,20,35,1,20,25,15,5,1,1
101,8253528404,Functional-Cardio Workout,0.0,51.28,402.0,0.0,0.0,0.0,129.5,167.0,12.8125,4,1,0,40,1,10,25,10,20,1,1
102,8245669298,Functional-Cardio Workout,0.0,47.02,513.0,0.0,0.0,0.0,146.1,179.0,11.7525,4,1,40,50,1,20,30,10,20,1,1
103,8241317810,Run,7.47,53.22,583.0,66.0,9.306000000000001,14.968800000000002,154.0,172.0,6.6425,8,10,0,50,5,20,25,5,35,25,15
104,8229088227,Functional-Cardio Workout,0.0,40.78,357.0,0.0,0.0,0.0,143.0,166.0,8.14,5,1,35,35,1,15,25,5,25,1,1
105,8225784809,Functional-Cardio Workout,0.0,43.75,445.0,0.0,0.0,0.0,138.2,167.0,10.9275,4,1,35,40,1,15,25,10,20,1,1
106,8221018861,Functional-Cardio Workout,0.0,22.2,239.0,0.0,0.0,0.0,136.0,168.0,22.2,1,1,15,25,1,15,25,15,5,1,1
107,8217650720,Run,0.56,3.38,44.0,4.0,10.0008,13.248000000000001,158.7,166.0,3.38,1,5,1,5,5,30,25,1,5,30,15
108,8217650717,Run,9.95,148.75,828.0,58.0,9.1836,23.202,161.5,182.0,14.866,10,10,50,80,5,30,30,10,35,25,0
109,8212453296,Functional-Cardio Workout,0.0,43.92,407.0,0.0,0.0,0.0,134.3,168.0,10.98,4,1,35,40,1,15,25,10,20,1,1
110,8208589520,Functional-Cardio Workout,0.0,61.02,474.0,0.0,0.0,0.0,133.4,171.0,12.196,5,1,50,40,1,15,25,10,25,1,1
111,8203727142,Functional-Cardio Workout,0.0,28.57,330.0,0.0,0.0,0.0,144.1,179.0,28.55,1,1,20,35,1,15,30,15,5,1,1
112,8203727133,Functional-Cardio Workout,0.0,28.6,299.0,0.0,0.0,0.0,140.5,165.0,28.58,1,1,20,25,1,15,25,15,5,1,1
113,8203727114,Run,1.26,7.33,94.0,3.0,10.6956,15.3108,150.1,159.0,3.66,2,5,1,5,5,20,15,1,5,30,20
114,8191621998,Functional-Cardio Workout,0.0,33.47,279.0,0.0,0.0,0.0,124.3,166.0,11.15333333,3,1,25,25,1,10,25,10,10,1,1
115,8187238246,Functional-Cardio Workout,0.0,32.37,365.0,0.0,0.0,0.0,144.5,187.0,6.468,5,1,25,35,1,15,35,5,25,1,1
116,8182235363,Functional-Cardio Workout,0.0,37.93,314.0,0.0,0.0,0.0,125.3,162.0,7.576,5,1,30,35,1,10,15,5,25,1,1
117,8182235331,WeightTraining,0.0,39.12,324.0,0.0,0.0,0.0,124.0,157.0,39.12,1,1,30,35,1,10,15,20,5,1,1
118,8160150145,Functional-Cardio Workout,0.0,36.43,426.0,0.0,0.0,0.0,146.5,170.0,7.274,5,1,30,40,1,20,25,5,25,1,1
119,8155361427,Functional-Cardio Workout,0.0,36.78,375.0,0.0,0.0,0.0,138.6,170.0,7.346,5,1,30,35,1,15,25,5,25,1,1
120,8151030129,Functional-Cardio Workout,0.0,44.98,394.0,0.0,0.0,0.0,131.6,163.0,8.99,5,1,35,35,1,15,15,5,25,1,1
121,8146441132,Functional-Cardio Workout,0.0,29.95,348.0,0.0,0.0,0.0,148.3,173.0,5.98,5,1,20,35,1,20,25,5,25,1,1
122,8141884509,Functional-Cardio Workout,0.0,28.62,281.0,0.0,0.0,0.0,134.8,166.0,14.31,2,1,20,25,1,15,25,10,5,1,1
123,8137158637,Functional-Cardio Workout,0.0,24.75,279.0,0.0,0.0,0.0,144.4,166.0,6.185,4,1,15,25,1,15,25,5,20,1,1
124,8132627372,Functional-Cardio Workout,0.0,22.45,238.0,0.0,0.0,0.0,139.2,173.0,4.482,5,1,15,25,1,15,25,1,25,1,1
125,8132355459,Functional-Cardio Workout,0.0,30.05,137.0,0.0,0.0,0.0,95.1,128.0,30.05,1,1,25,15,1,5,10,20,5,1,1
126,8124106588,Functional-Cardio Workout,0.0,30.77,371.0,0.0,0.0,0.0,152.4,184.0,30.77,1,1,25,35,1,20,30,20,5,1,1
127,8119355717,Functional-Cardio Workout,0.0,20.55,213.0,0.0,0.0,0.0,138.2,167.0,4.104,5,1,15,25,1,15,25,1,25,1,1
128,8119355702,Functional-Cardio Workout,0.0,44.3,430.0,0.0,0.0,0.0,139.5,167.0,7.378333333,6,1,35,40,1,15,25,5,35,1,1
129,8088332251,Functional-Cardio Workout,0.0,29.95,298.0,0.0,0.0,0.0,138.9,173.0,9.973333333,3,1,20,25,1,15,25,5,10,1,1
130,8083176906,Functional-Cardio Workout,0.0,21.15,255.0,0.0,0.0,0.0,150.6,174.0,4.226,5,1,15,25,1,20,25,1,25,1,1
131,8079471189,Functional-Cardio Workout,0.0,61.37,499.0,0.0,0.0,0.0,133.2,165.0,12.268,5,1,50,40,1,15,25,10,25,1,1
132,8068964123,Functional-Cardio Workout,0.0,54.23,447.0,0.0,0.0,0.0,131.6,173.0,10.834,5,1,0,40,1,15,25,10,25,1,1
133,8068964116,Functional-Cardio Workout,0.0,34.8,370.0,0.0,0.0,0.0,140.4,172.0,6.952,5,1,25,35,1,15,25,5,25,1,1
134,8055576307,Functional-Cardio Workout,0.0,70.05,622.0,0.0,0.0,0.0,137.8,187.0,70.05,1,1,50,60,1,15,35,20,5,1,1
135,8050185517,Functional-Cardio Workout,0.0,38.43,459.0,0.0,0.0,0.0,148.4,174.0,6.398333333,6,1,30,40,1,20,25,5,35,1,1
136,8044302453,Functional-Cardio Workout,0.0,23.67,275.0,0.0,0.0,0.0,147.8,175.0,23.65,1,1,15,25,1,20,30,15,5,1,1
137,8034000587,Functional-Cardio Workout,0.0,44.33,418.0,0.0,0.0,0.0,135.6,178.0,7.38,6,1,35,40,1,15,30,5,35,1,1
138,8029975644,Ride,0.0,48.25,407.0,0.0,0.0,0.0,127.7,155.0,48.25,1,1,40,40,1,10,15,20,5,5,5
139,8024916101,Functional-Cardio Workout,0.0,47.82,365.0,0.0,0.0,0.0,133.4,166.0,7.96,6,1,40,35,1,15,25,5,35,1,1
140,8019342575,Functional-Cardio Workout,0.0,53.53,461.0,0.0,0.0,0.0,134.7,176.0,8.915,6,1,0,40,1,15,30,5,35,1,1
141,8014397326,Functional-Cardio Workout,0.0,47.42,529.0,0.0,0.0,0.0,145.8,174.0,7.893333333,6,1,40,50,1,20,25,5,35,1,1
142,8014397281,Functional-Cardio Workout,0.0,23.4,257.0,0.0,0.0,0.0,140.4,170.0,11.7,2,1,15,25,1,15,25,10,5,1,1
143,8014397301,Functional-Cardio Workout,0.0,61.75,553.0,0.0,0.0,0.0,136.1,167.0,10.28,6,1,50,50,1,15,25,10,35,1,1
144,7995086512,Hike,5.0,73.92,277.0,49.0,4.1255999999999995,25.5924,89.6,124.0,73.83,1,5,50,25,5,5,10,20,5,5,25
145,7990214715,Ride,0.0,26.17,210.0,0.0,0.0,0.0,120.3,143.0,26.37,1,1,20,25,1,10,15,15,5,5,5
146,7985428379,Functional-Cardio Workout,0.0,56.93,464.0,0.0,0.0,0.0,127.0,178.0,56.93,1,1,45,40,1,10,30,20,5,1,1
147,7979518267,Rowing,0.0,30.38,322.0,0.0,0.0,0.0,136.7,170.0,30.37,1,1,25,35,1,15,25,20,5,1,1
148,7979517970,Functional-Cardio Workout,0.0,20.68,163.0,0.0,0.0,0.0,136.6,167.0,20.67,1,1,15,15,1,15,25,15,5,1,1
149,7962893212,Functional-Cardio Workout,0.0,12.57,155.0,0.0,0.0,0.0,148.2,169.0,12.57,1,1,5,15,1,20,25,10,5,1,1
150,7959299281,Rowing,0.0,25.9,232.0,0.0,0.0,0.0,128.3,150.0,25.9,1,1,20,25,1,10,15,15,5,1,1
151,7959299285,Ride,0.0,31.98,239.0,0.0,0.0,0.0,119.1,148.0,31.97,1,1,25,25,1,10,15,20,5,5,5
152,7959299382,Swim,0.25,13.0,56.0,0.0,1.5084,3.8808000000000002,93.4,103.0,2.5425,4,15,5,5,1,5,10,1,20,5,5
153,7954296350,Swim,0.42,18.57,96.0,0.0,1.9296000000000002,22.053600000000003,108.4,125.0,2.171666667,6,30,10,5,1,10,10,1,35,5,0
154,7949259794,Functional-Cardio Workout,0.0,70.78,553.0,0.0,0.0,0.0,133.4,174.0,14.148,5,1,50,50,1,15,25,10,25,1,1
155,7943814572,Functional-Cardio Workout,0.0,18.37,153.0,0.0,0.0,0.0,128.9,160.0,6.12,3,1,10,15,1,10,15,5,10,1,1
156,7939267017,Functional-Cardio Workout,0.0,37.12,336.0,0.0,0.0,0.0,128.1,164.0,18.55,2,1,30,35,1,10,15,10,5,1,1
157,7927920375,Functional-Cardio Workout,0.0,19.27,216.0,0.0,0.0,0.0,139.9,162.0,6.413333333,3,1,10,25,1,15,15,5,10,1,1
158,7923110121,Ride,12.51,68.32,625.0,448.0,12.6972,32.8536,139.9,172.0,34.14,2,20,50,60,25,15,25,20,5,15,25
159,7918414987,Ride,11.68,54.6,297.0,123.0,18.2304,34.128,115.6,139.0,27.285,2,15,0,25,10,10,15,15,5,25,25
160,7918414980,Functional-Cardio Workout,0.0,53.72,469.0,0.0,0.0,0.0,134.6,171.0,10.736,5,1,0,40,1,15,25,10,25,1,1
161,7906191054,Functional-Cardio Workout,0.0,36.9,338.0,0.0,0.0,0.0,133.1,162.0,9.2125,4,1,30,35,1,15,15,5,20,1,1
162,7901583312,Yoga,0.0,40.25,126.0,0.0,0.0,0.0,84.8,127.0,40.25,1,1,35,15,1,5,10,20,5,1,1
163,7901583230,Functional-Cardio Workout,0.0,29.52,327.0,0.0,0.0,0.0,143.8,175.0,7.37,4,1,20,35,1,15,30,5,20,1,1
164,7891913019,MountainBikeRide,5.02,35.22,226.0,37.0,11.610000000000001,21.3984,124.0,145.0,35.22,1,10,30,25,5,10,15,20,5,10,15
165,7887509906,Ride,11.77,78.17,619.0,139.0,11.700000000000001,35.1432,141.0,164.0,40.285,2,15,50,60,10,15,15,20,5,10,30
166,7881485870,Functional-Cardio Workout,0.0,34.45,308.0,0.0,0.0,0.0,130.5,159.0,5.736666667,6,1,25,35,1,15,15,5,35,1,1
167,7877830728,Functional-Cardio Workout,0.0,61.35,460.0,0.0,0.0,0.0,136.3,181.0,61.35,1,1,50,40,1,15,30,20,5,1,1
168,7872000948,Functional-Cardio Workout,0.0,39.93,383.0,0.0,0.0,0.0,136.1,172.0,7.978,5,1,30,35,1,15,25,5,25,1,1
169,7867936072,Functional-Cardio Workout,0.0,40.98,330.0,0.0,0.0,0.0,130.5,161.0,10.2375,4,1,35,35,1,15,15,10,20,1,1
170,7860502925,Functional-Cardio Workout,0.0,62.92,615.0,0.0,0.0,0.0,144.0,172.0,10.475,6,1,50,60,1,15,25,10,35,1,1
171,7851566640,Functional-Cardio Workout,0.0,33.2,294.0,0.0,0.0,0.0,134.1,174.0,8.295,4,1,25,25,1,15,25,5,20,1,1
