,First Recorded Workout:,Most Recent Workout,Average Workout Duration in Minutes,Average Calories Burned Per Workout,Average Distance in Kilometers,Average Heart Rate,Average Max Hear Rate,Average Speed,Average Max Speed,Number of Workouts:,Average Number of Laps
Info,2020-11-24,2023-04-12,38.31,375.5751503006012,0.0,139.0,172.0,0.0 km/h,0.0 km/h,499,4.0
