,First Recorded Workout:,Most Recent Workout,Average Workout Duration in Minutes,Average Calories Burned Per Workout,Average Distance in Kilometers,Average Heart Rate,Average Max Hear Rate,Average Speed,Average Max Speed,Number of Workouts:,Average Number of Laps
Info,2020-05-20,2023-04-13,51.28,588.3430769230769,7.0,156.0,176.0,7.2 km/h,14.4 km/h,65,6.0
