,id,name,distance,elapsed_time,total_elevation_gain,sport_type,start_date,achievement_count,athlete_count,start_latlng,end_latlng,average_speed,max_speed,average_temp,average_heartrate,max_heartrate,average_cadence,elev_high,elev_low
90,4850701851,Evening Activity,0.0,995,0.0,Workout,2021-02-26T00:39:42Z,0,1,[],[],0.0,0.0,31.0,118.2,144.0,,133.8,133.8
91,4845169334,Evening Activity,0.0,3393,0.0,Workout,2021-02-25T01:07:48Z,0,1,[],[],0.0,0.0,32.0,139.0,168.0,,127.0,127.0
92,4838630993,Afternoon Activity,0.0,1289,0.0,Yoga,2021-02-23T23:01:46Z,0,1,[],[],0.0,0.0,29.0,74.6,101.0,,,
93,4832500182,Afternoon Activity,0.0,1925,0.0,Workout,2021-02-22T22:05:19Z,0,1,[],[],0.0,0.0,31.0,142.7,172.0,,25.8,25.8
94,4827427464,Afternoon Activity,0.0,1844,0.0,Workout,2021-02-21T21:36:18Z,0,1,[],[],0.0,0.0,31.0,139.7,180.0,,49.2,49.2
95,4809641756,Afternoon Activity,0.0,1956,0.0,Workout,2021-02-18T23:24:12Z,0,1,[],[],0.0,0.0,25.0,146.6,182.0,,86.4,86.4
96,4804756058,Evening Activity,0.0,2141,0.0,Workout,2021-02-18T00:39:45Z,0,1,[],[],0.0,0.0,25.0,147.6,181.0,,130.2,130.2
97,4799257614,Afternoon Activity,0.0,1832,0.0,Workout,2021-02-16T23:47:29Z,0,1,[],[],0.0,0.0,23.0,152.8,183.0,,164.8,159.0
98,4792927722,Afternoon Activity,0.0,2695,0.0,Workout,2021-02-15T19:20:49Z,0,1,[],[],0.0,0.0,26.0,144.3,169.0,,111.0,111.0
99,4783185509,Afternoon Activity,0.0,3065,0.0,Workout,2021-02-13T23:41:09Z,0,1,[],[],0.0,0.0,29.0,100.2,142.0,,127.6,127.6
100,4773163688,Evening Activity,0.0,2548,0.0,Workout,2021-02-12T00:19:24Z,0,1,[],[],0.0,0.0,30.0,113.4,156.0,,101.8,101.8
101,4767157186,Afternoon Activity,0.0,1323,0.0,Workout,2021-02-10T19:46:44Z,0,1,[],[],0.0,0.0,32.0,149.2,173.0,,128.2,128.2
102,4763079712,Evening Activity,0.0,2123,0.0,Workout,2021-02-10T00:41:54Z,0,1,[],[],0.0,0.0,32.0,145.6,175.0,,134.4,134.4
103,4756274364,Lunch Activity,0.0,1894,0.0,Workout,2021-02-08T17:55:31Z,0,1,[],[],0.0,0.0,31.0,152.8,174.0,,127.4,127.4
104,4747434122,Evening Activity,0.0,1736,0.0,Workout,2021-02-07T01:14:38Z,0,1,[],[],0.0,0.0,30.0,142.5,189.0,,134.2,134.2
105,4741205103,Afternoon Activity,0.0,2504,0.0,Workout,2021-02-05T23:55:03Z,0,1,[],[],0.0,0.0,30.0,134.0,164.0,,132.8,132.8
106,4734128026,Lunch Activity,0.0,1384,0.0,Workout,2021-02-04T17:00:08Z,0,1,[],[],0.0,0.0,31.0,135.0,170.0,,124.2,124.2
107,4730136600,Afternoon Activity,0.0,2218,0.0,Workout,2021-02-03T21:55:32Z,0,1,[],[],0.0,0.0,31.0,152.4,179.0,,124.2,124.2
108,4724827491,Afternoon Activity,0.0,1802,0.0,Workout,2021-02-02T22:51:54Z,0,1,[],[],0.0,0.0,30.0,145.0,188.0,,124.2,124.2
109,4718449246,Lunch Activity,0.0,2403,0.0,Workout,2021-02-01T18:56:25Z,0,1,[],[],0.0,0.0,31.0,133.0,179.0,,124.2,124.2
110,4707904863,Afternoon Activity,0.0,2304,0.0,Workout,2021-01-30T22:58:11Z,0,1,[],[],0.0,0.0,31.0,140.2,173.0,,121.2,121.2
111,4702683752,Evening Activity,0.0,2687,0.0,Workout,2021-01-30T02:11:15Z,0,1,[],[],0.0,0.0,29.0,134.2,178.0,,121.2,121.2
112,4697880004,Evening Activity,0.0,3682,0.0,Workout,2021-01-29T01:16:48Z,0,1,[],[],0.0,0.0,29.0,143.8,174.0,,122.4,122.4
113,4697090333,Afternoon Activity,0.0,364,0.0,Workout,2021-01-28T21:51:10Z,0,1,[],[],0.0,0.0,30.0,68.8,81.0,,,
114,4691366730,Lunch Activity,0.0,3493,0.0,Workout,2021-01-27T18:30:35Z,0,1,[],[],0.0,0.0,33.0,127.7,169.0,,122.4,122.4
115,4684363148,Morning Activity,0.0,2464,0.0,Workout,2021-01-26T14:18:21Z,0,1,[],[],0.0,0.0,27.0,142.7,185.0,,127.4,127.4
116,4681572902,Afternoon Activity,0.0,1263,0.0,Workout,2021-01-25T23:12:48Z,0,1,[],[],0.0,0.0,31.0,140.5,178.0,,124.4,124.4
117,4676730531,Afternoon Activity,0.0,2484,0.0,Workout,2021-01-24T22:00:47Z,0,1,[],[],0.0,0.0,32.0,149.4,190.0,,127.4,127.4
118,4670974590,Evening Activity,0.0,1971,0.0,Workout,2021-01-24T01:09:48Z,0,1,[],[],0.0,0.0,29.0,96.5,132.0,,133.2,133.2
119,4664901973,Evening Activity,0.0,1845,0.0,Workout,2021-01-23T00:18:52Z,0,1,[],[],0.0,0.0,29.0,149.1,191.0,,134.4,134.4
120,4659292830,Afternoon Activity,0.0,2661,0.0,Workout,2021-01-21T20:55:52Z,0,1,[],[],0.0,0.0,29.0,138.3,182.0,,126.8,126.8
121,4654675027,Afternoon Activity,0.0,1921,0.0,Workout,2021-01-20T23:38:35Z,0,1,[],[],0.0,0.0,27.0,146.2,183.0,,115.2,115.2
122,4648822139,Afternoon Activity,0.0,2632,0.0,Workout,2021-01-19T20:33:43Z,0,1,[],[],0.0,0.0,29.0,133.9,179.0,,117.2,117.2
123,4643647780,Afternoon Activity,0.0,3547,0.0,Workout,2021-01-18T20:49:11Z,0,1,[],[],0.0,0.0,31.0,141.9,184.0,,127.4,127.4
124,4632067500,Afternoon Activity,0.0,1963,0.0,Workout,2021-01-16T20:50:22Z,0,1,[],[],0.0,0.0,29.0,154.2,178.0,,133.8,133.8
125,4626041247,Afternoon Activity,0.0,1899,0.0,Workout,2021-01-15T20:02:06Z,0,1,[],[],0.0,0.0,28.0,146.2,183.0,,136.2,132.8
126,4620671164,Lunch Activity,0.0,3221,0.0,Workout,2021-01-14T18:07:03Z,0,1,[],[],0.0,0.0,31.0,125.0,184.0,,131.4,127.4
127,4616918075,Afternoon Activity,0.0,1873,0.0,Yoga,2021-01-13T23:29:52Z,0,1,[],[],0.0,0.0,24.0,86.6,114.0,,,
128,4612179691,Afternoon Activity,0.0,781,0.0,Workout,2021-01-12T23:19:41Z,0,1,[],[],0.0,0.0,25.0,162.5,195.0,,127.4,127.4
129,4603864941,Morning Activity,0.0,2626,0.0,Workout,2021-01-11T14:39:41Z,0,1,[],[],0.0,0.0,23.0,137.0,172.0,,127.4,127.4
130,4601727285,Evening Activity,0.0,1501,0.0,Workout,2021-01-11T01:24:25Z,0,1,[],[],0.0,0.0,23.0,147.0,179.0,,125.2,125.2
131,4595027697,Afternoon Activity,0.0,2784,0.0,Workout,2021-01-09T22:22:03Z,0,1,[],[],0.0,0.0,27.0,139.5,175.0,,127.0,127.0
132,4589564300,Evening Activity,0.0,2648,0.0,Workout,2021-01-09T01:01:12Z,0,1,[],[],0.0,0.0,27.0,136.8,180.0,,127.4,127.4
133,4584977254,Evening Activity,0.0,2515,0.0,WeightTraining,2021-01-08T01:56:04Z,0,1,[],[],0.0,0.0,29.0,138.6,175.0,,,
134,4579063556,Afternoon Activity,0.0,2241,0.0,WeightTraining,2021-01-06T21:13:41Z,0,1,[],[],0.0,0.0,30.0,146.9,168.0,,,
135,4573463381,Afternoon Activity,0.0,2019,0.0,WeightTraining,2021-01-05T21:16:23Z,0,1,[],[],0.0,0.0,28.0,123.8,160.0,,,
136,4565923712,Morning Activity,0.0,1776,0.0,Workout,2021-01-04T14:23:04Z,0,1,[],[],0.0,0.0,21.0,136.4,176.0,,127.4,127.4
137,4551706506,Evening Activity,0.0,1958,0.0,Workout,2021-01-02T01:03:33Z,0,1,[],[],0.0,0.0,23.0,153.5,179.0,,75.8,75.8
138,4545915819,Lunch Activity,0.0,1969,0.0,Workout,2020-12-31T18:51:22Z,0,1,[],[],0.0,0.0,21.0,119.0,164.0,,92.4,89.4
139,4536718987,Afternoon Activity,0.0,1609,0.0,WeightTraining,2020-12-29T23:04:31Z,0,1,[],[],0.0,0.0,28.0,96.4,147.0,,,
140,4517342532,Afternoon Activity,0.0,2330,0.0,WeightTraining,2020-12-25T22:22:46Z,0,1,[],[],0.0,0.0,29.0,143.7,162.0,,,
141,4513706567,Afternoon Activity,0.0,933,0.0,Yoga,2020-12-24T20:21:09Z,0,1,[],[],0.0,0.0,29.0,93.3,110.0,,,
142,4509937522,Afternoon Activity,0.0,2843,0.0,Workout,2020-12-23T21:19:53Z,0,1,[],[],0.0,0.0,31.0,147.0,181.0,,127.4,127.4
143,4506326857,Afternoon Activity,0.0,1375,0.0,Workout,2020-12-22T23:32:09Z,0,1,[],[],0.0,0.0,30.0,152.7,179.0,,127.4,127.4
144,4501972950,Afternoon Activity,0.0,2408,0.0,WeightTraining,2020-12-21T22:50:27Z,0,1,[],[],0.0,0.0,29.0,138.8,169.0,,,
145,4498529130,Evening Activity,0.0,1741,0.0,Workout,2020-12-21T00:16:44Z,0,1,[],[],0.0,0.0,28.0,153.2,185.0,,127.4,127.4
146,4492718676,Afternoon Activity,0.0,1854,0.0,WeightTraining,2020-12-19T19:37:52Z,0,1,[],[],0.0,0.0,31.0,154.9,177.0,,,
147,4484917666,Afternoon Activity,0.0,748,0.0,WeightTraining,2020-12-17T21:36:59Z,0,1,[],[],0.0,0.0,29.0,135.3,148.0,,,
148,4479520037,Morning Activity,0.0,792,0.0,WeightTraining,2020-12-16T14:52:17Z,0,1,[],[],0.0,0.0,24.0,152.5,176.0,,,
149,4476585460,Lunch Ride,0.0,3602,0.0,Ride,2020-12-15T18:54:59Z,0,1,[],[],0.0,0.0,29.0,140.5,170.0,,,
150,4472934653,Afternoon Activity,0.0,1771,0.0,WeightTraining,2020-12-14T21:52:20Z,0,1,[],[],0.0,0.0,26.0,129.0,152.0,,,
151,4472843503,Afternoon Activity,0.0,377,0.0,Workout,2020-12-14T21:43:53Z,0,1,[],[],0.0,0.0,27.0,144.2,162.0,,127.4,127.4
152,4468614284,Lunch Activity,0.0,1046,0.0,Workout,2020-12-13T17:49:19Z,0,1,[],[],0.0,0.0,33.0,161.9,180.0,,118.4,118.4
153,4468614083,Morning Ride,10894.5,6156,51.0,Ride,2020-12-13T14:10:02Z,0,1,"[27.426067, -99.508262]","[27.37754, -99.500949]",3.686,7.3,27.0,127.9,164.0,,122.2,104.8
154,4464258507,Afternoon Activity,0.0,1288,0.0,WeightTraining,2020-12-12T21:21:12Z,0,1,[],[],0.0,0.0,30.0,133.0,146.0,,,
155,4464175522,Afternoon Ride,0.0,2877,0.0,Ride,2020-12-12T20:24:36Z,0,1,[],[],0.0,0.0,29.0,131.3,157.0,,,
156,4447470450,Afternoon Ride,0.0,3211,0.0,Ride,2020-12-08T19:17:26Z,0,1,[],[],0.0,0.0,29.0,133.3,169.0,,,
157,4443800257,Afternoon Activity,0.0,317,0.0,WeightTraining,2020-12-07T23:57:28Z,0,1,[],[],0.0,0.0,31.0,126.2,139.0,,,
158,4443766710,Afternoon Activity,0.0,2234,0.0,Workout,2020-12-07T23:12:59Z,0,1,[],[],0.0,0.0,28.0,141.6,178.0,,84.4,84.4
159,4433872817,Lunch Activity,0.0,1893,0.0,Workout,2020-12-05T17:10:58Z,0,1,[],[],0.0,0.0,25.0,144.3,175.0,,143.8,143.8
160,4428490221,Morning Activity,0.0,2002,0.0,Workout,2020-12-04T13:06:33Z,0,1,[],[],0.0,0.0,20.0,147.7,170.0,,137.6,137.6
161,4426687692,Afternoon Activity,0.0,1333,0.0,Workout,2020-12-03T23:21:20Z,0,1,[],[],0.0,0.0,22.0,156.6,184.0,,139.0,139.0
162,4416547886,Morning Run,6734.2,3222,44.0,Run,2020-12-01T15:30:59Z,0,1,"[27.466996, -99.505787]","[27.467224, -99.506721]",2.104,4.4,21.0,141.3,164.0,75.6,151.6,127.4
163,4414219567,Evening Activity,0.0,1376,0.0,WeightTraining,2020-12-01T01:48:07Z,0,1,[],[],0.0,0.0,26.0,141.2,169.0,,,
164,4410131989,Afternoon Activity,0.0,2849,0.0,WeightTraining,2020-11-29T23:04:35Z,0,1,[],[],0.0,0.0,27.0,109.4,140.0,,,
165,4403171889,Morning Activity,0.0,1917,0.0,WeightTraining,2020-11-28T16:24:39Z,0,1,[],[],0.0,0.0,27.0,151.1,170.0,,,
166,4402983140,Morning Activity,0.0,248,0.0,Workout,2020-11-28T16:17:26Z,0,1,[],[],0.0,0.0,28.0,121.6,139.0,,77.0,77.0
167,4395781145,Evening Activity,0.0,155,0.0,Workout,2020-11-27T00:27:56Z,0,1,[],[],0.0,0.0,33.0,135.9,151.0,,110.8,110.8
168,4395762133,Afternoon Activity,0.0,2446,0.0,WeightTraining,2020-11-26T23:44:58Z,0,1,[],[],0.0,0.0,32.0,129.4,160.0,,,
169,4395672341,Afternoon Activity,0.0,671,0.0,Workout,2020-11-26T23:33:08Z,0,1,[],[],0.0,0.0,31.0,143.2,164.0,,110.0,110.0
170,4388621298,Morning Run,10336.5,4280,28.0,Run,2020-11-25T12:34:16Z,0,1,"[27.467551, -99.506496]","[27.466872, -99.505898]",2.417,3.7,21.0,164.0,184.0,84.7,127.4,101.8
171,4386058345,Afternoon Activity,0.0,2134,0.0,WeightTraining,2020-11-24T20:30:39Z,0,1,[],[],0.0,0.0,33.0,134.7,158.0,,,
172,4385898009,Afternoon Activity,0.0,544,0.0,Workout,2020-11-24T20:16:25Z,0,1,[],[],0.0,0.0,34.0,156.4,174.0,,132.8,132.8
173,4381362900,Afternoon Run,0.0,609,0.0,Run,2020-11-23T20:56:08Z,0,1,[],[],0.0,0.0,,,,,,
174,4381303295,Afternoon Run,0.0,530,0.0,Run,2020-11-23T20:37:46Z,0,1,[],[],0.0,0.0,,,,,,
175,4376927496,Lunch Run,14640.5,7467,56.8,Run,2020-11-22T17:16:40Z,0,1,"[27.467306, -99.505853]","[27.465055, -99.48844]",2.075,4.3,31.0,,,77.0,136.6,115.2
176,4364591178,Morning Run,0.0,530,0.0,Run,2020-11-20T14:09:03Z,0,1,[],[],0.0,0.0,,,,,,
177,4364471732,Morning Run,9960.7,4396,35.6,Run,2020-11-20T12:34:06Z,0,1,"[27.46752, -99.506663]","[27.46697, -99.5059]",2.266,3.7,21.0,,,83.6,127.2,114.0
178,4361668103,Afternoon Run,0.0,1004,0.0,Run,2020-11-19T19:43:10Z,0,1,[],[],0.0,0.0,,,,,,
179,4280596333,Morning Run,10008.9,4581,50.7,Run,2020-11-03T13:43:42Z,0,1,"[27.467739, -99.506467]","[27.467083, -99.505913]",2.207,4.6,,,,,130.6,111.5
180,4262058950,Morning Run,13392.4,6465,46.7,Run,2020-10-30T11:09:05Z,0,1,"[27.467614, -99.506706]","[27.466974, -99.506708]",2.078,4.4,,,,,130.6,112.0
181,4224257664,Morning Run,8015.9,4053,45.1,Run,2020-10-21T12:23:00Z,0,1,"[27.467693, -99.505843]","[27.467276, -99.506686]",1.99,4.7,,,,,130.2,111.3
182,4215572416,Morning Run,3513.1,1370,2.8,Run,2020-10-19T12:18:21Z,0,1,"[27.467284, -99.505934]","[27.466835, -99.505785]",2.57,4.2,,,,,126.6,120.4
183,4192009064,Evening Run,4063.1,1954,14.7,Run,2020-10-14T00:27:34Z,0,1,"[27.467697, -99.506137]","[27.467778, -99.507537]",2.172,5.0,,,,,130.6,120.9
184,4132992629,Morning Run,4945.0,2195,21.0,Run,2020-09-30T14:32:50Z,1,1,"[27.467806, -99.506665]","[27.474592, -99.506751]",2.454,9.1,,,,,132.1,120.9
185,3557682383,Best run in a while,3740.4,1633,3.5,Run,2020-06-03T12:43:11Z,0,1,"[27.467351, -99.506283]","[27.466867, -99.506561]",2.31,7.8,,,,,124.7,120.3
186,3547418838,Morning Run,3795.1,1809,3.7,Run,2020-06-01T13:59:53Z,0,1,"[27.467316, -99.505939]","[27.46671, -99.50669]",2.132,4.5,,,,,127.0,120.3
187,3517497833,Evening Run,3573.3,1735,4.2,Run,2020-05-26T23:20:06Z,0,1,"[27.46725, -99.505905]","[27.467154, -99.505893]",2.061,4.9,,,,,125.7,120.4
188,3516568449,Afternoon Ride,10644.4,2310,13.9,Ride,2020-05-26T19:15:34Z,0,1,"[27.484089, -99.508577]","[27.483884, -99.508626]",4.695,10.8,,,,,131.3,119.2
189,3509004014,Morning Run,4431.9,2175,15.6,Run,2020-05-25T12:58:51Z,0,1,"[27.466956, -99.506607]","[27.467437, -99.506648]",2.065,4.7,,,,,130.2,120.4
190,3496090180,Finished Thesis,3447.8,1958,3.9,Run,2020-05-23T01:51:23Z,0,1,"[27.466581, -99.505082]","[27.467184, -99.505856]",1.832,4.8,,,,,125.9,120.4
191,3483200309,Morning Run,4302.4,2328,12.9,Run,2020-05-20T15:59:56Z,0,1,"[27.467594, -99.506239]","[27.468135, -99.506834]",1.976,7.4,,,,,130.2,120.4
