,activity_id,sport_type,distance_score,workout_time_score,calorie_score,total_elevation_gain_score,average_heartrate_score,max_heartrate_score,avg_time_per_lap_score,lap_count_score,avg_speed_score,max_speed_score,effort_score
114,8191621998,Functional-Cardio Workout,1,25,25,1,10,25,10,10,1,1,109
115,8187238246,Functional-Cardio Workout,1,25,35,1,15,35,5,25,1,1,144
116,8182235363,Functional-Cardio Workout,1,30,35,1,10,15,5,25,1,1,124
117,8182235331,WeightTraining,1,30,35,1,10,15,20,5,1,1,119
118,8160150145,Functional-Cardio Workout,1,30,40,1,20,25,5,25,1,1,149
119,8155361427,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
120,8151030129,Functional-Cardio Workout,1,35,35,1,15,15,5,25,1,1,134
121,8146441132,Functional-Cardio Workout,1,20,35,1,20,25,5,25,1,1,134
122,8141884509,Functional-Cardio Workout,1,20,25,1,15,25,10,5,1,1,104
123,8137158637,Functional-Cardio Workout,1,15,25,1,15,25,5,20,1,1,109
124,8132627372,Functional-Cardio Workout,1,15,25,1,15,25,1,25,1,1,110
125,8132355459,Functional-Cardio Workout,1,25,15,1,5,10,20,5,1,1,84
126,8124106588,Functional-Cardio Workout,1,25,35,1,20,30,20,5,1,1,139
127,8119355717,Functional-Cardio Workout,1,15,25,1,15,25,1,25,1,1,110
128,8119355702,Functional-Cardio Workout,1,35,40,1,15,25,5,35,1,1,159
129,8088332251,Functional-Cardio Workout,1,20,25,1,15,25,5,10,1,1,104
130,8083176906,Functional-Cardio Workout,1,15,25,1,20,25,1,25,1,1,115
131,8079471189,Functional-Cardio Workout,1,50,40,1,15,25,10,25,1,1,169
132,8068964123,Functional-Cardio Workout,1,0,40,1,15,25,10,25,1,1,119
133,8068964116,Functional-Cardio Workout,1,25,35,1,15,25,5,25,1,1,134
134,8055576307,Functional-Cardio Workout,1,50,60,1,15,35,20,5,1,1,189
135,8050185517,Functional-Cardio Workout,1,30,40,1,20,25,5,35,1,1,159
136,8044302453,Functional-Cardio Workout,1,15,25,1,20,30,15,5,1,1,114
137,8034000587,Functional-Cardio Workout,1,35,40,1,15,30,5,35,1,1,164
138,8029975644,Ride,1,40,40,1,10,15,20,5,5,5,142
139,8024916101,Functional-Cardio Workout,1,40,35,1,15,25,5,35,1,1,159
140,8019342575,Functional-Cardio Workout,1,0,40,1,15,30,5,35,1,1,129
141,8014397326,Functional-Cardio Workout,1,40,50,1,20,25,5,35,1,1,179
142,8014397281,Functional-Cardio Workout,1,15,25,1,15,25,10,5,1,1,99
143,8014397301,Functional-Cardio Workout,1,50,50,1,15,25,10,35,1,1,189
144,7995086512,Hike,5,50,25,5,5,10,20,5,5,25,155
145,7990214715,Ride,1,20,25,1,10,15,15,5,5,5,102
146,7985428379,Functional-Cardio Workout,1,45,40,1,10,30,20,5,1,1,154
147,7979518267,Rowing,1,25,35,1,15,25,20,5,1,1,129
148,7979517970,Functional-Cardio Workout,1,15,15,1,15,25,15,5,1,1,94
149,7962893212,Functional-Cardio Workout,1,5,15,1,20,25,10,5,1,1,84
150,7959299281,Rowing,1,20,25,1,10,15,15,5,1,1,94
151,7959299285,Ride,1,25,25,1,10,15,20,5,5,5,112
152,7959299382,Swim,15,5,5,1,5,10,1,20,5,5,72
153,7954296350,Swim,30,10,5,1,10,10,1,35,5,0,107
154,7949259794,Functional-Cardio Workout,1,50,50,1,15,25,10,25,1,1,179
155,7943814572,Functional-Cardio Workout,1,10,15,1,10,15,5,10,1,1,69
156,7939267017,Functional-Cardio Workout,1,30,35,1,10,15,10,5,1,1,109
157,7927920375,Functional-Cardio Workout,1,10,25,1,15,15,5,10,1,1,84
158,7923110121,Ride,20,50,60,25,15,25,20,5,15,25,260
159,7918414987,Ride,15,0,25,10,10,15,15,5,25,25,145
160,7918414980,Functional-Cardio Workout,1,0,40,1,15,25,10,25,1,1,119
161,7906191054,Functional-Cardio Workout,1,30,35,1,15,15,5,20,1,1,124
162,7901583312,Yoga,1,35,15,1,5,10,20,5,1,1,94
163,7901583230,Functional-Cardio Workout,1,20,35,1,15,30,5,20,1,1,129
164,7891913019,MountainBikeRide,10,30,25,5,10,15,20,5,10,15,145
165,7887509906,Ride,15,50,60,10,15,15,20,5,10,30,230
166,7881485870,Functional-Cardio Workout,1,25,35,1,15,15,5,35,1,1,134
167,7877830728,Functional-Cardio Workout,1,50,40,1,15,30,20,5,1,1,164
168,7872000948,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
169,7867936072,Functional-Cardio Workout,1,35,35,1,15,15,10,20,1,1,134
170,7860502925,Functional-Cardio Workout,1,50,60,1,15,25,10,35,1,1,199
171,7851566640,Functional-Cardio Workout,1,25,25,1,15,25,5,20,1,1,119
172,7846435025,Functional-Cardio Workout,1,25,35,1,15,25,20,5,1,1,129
173,7841605387,Functional-Cardio Workout,1,0,40,1,15,25,20,5,1,1,109
174,7835158574,Functional-Cardio Workout,1,20,35,1,15,30,5,25,1,1,134
175,7829208307,Functional-Cardio Workout,1,20,35,1,20,30,15,5,1,1,129
176,7817521073,Functional-Cardio Workout,1,20,35,1,20,25,5,25,1,1,134
177,7814760129,Ride,1,15,15,1,10,15,15,5,5,5,87
178,7809401836,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
179,7803664451,Functional-Cardio Workout,1,15,15,1,10,15,1,25,1,1,85
180,7798186339,Functional-Cardio Workout,1,35,25,1,10,15,5,25,1,1,119
181,7785525706,Functional-Cardio Workout,1,25,35,1,15,30,5,20,1,1,134
182,7781716408,Functional-Cardio Workout,1,25,35,1,15,25,5,20,1,1,129
183,7777108383,Functional-Cardio Workout,1,35,35,1,15,25,10,20,1,1,144
184,7772120351,Functional-Cardio Workout,1,15,25,1,15,25,5,20,1,1,109
185,7767086065,Functional-Cardio Workout,1,45,50,1,15,30,20,5,1,1,169
186,7767086089,Ride,15,40,40,5,15,25,15,5,15,15,190
187,7767086080,Hike,4,50,35,10,5,15,20,5,5,35,184
188,7744120120,Functional-Cardio Workout,1,25,25,1,15,25,5,20,1,1,119
189,7744120183,Functional-Cardio Workout,1,40,35,1,35,35,5,25,1,1,179
190,7733338456,Functional-Cardio Workout,1,30,40,1,20,30,5,25,1,1,154
191,7733338470,Functional-Cardio Workout,1,50,50,1,15,30,20,5,1,1,174
192,7700419004,Functional-Cardio Workout,1,30,35,1,15,15,5,20,1,1,124
193,7697533691,Functional-Cardio Workout,1,15,25,1,15,25,1,35,1,1,120
194,7697533117,Functional-Cardio Workout,1,0,50,1,15,30,20,5,1,1,124
195,7697532478,Functional-Cardio Workout,1,30,35,1,15,15,5,25,1,1,129
196,7697532128,Functional-Cardio Workout,1,30,40,1,15,25,5,20,1,1,139
197,7676993625,Functional-Cardio Workout,1,25,35,1,15,25,5,20,1,1,129
198,7671148736,Functional-Cardio Workout,1,40,35,1,15,25,5,25,1,1,149
199,7661938174,Functional-Cardio Workout,1,25,35,1,20,25,5,35,1,1,149
200,7655951082,Functional-Cardio Workout,1,20,35,1,20,25,5,25,1,1,134
201,7643729354,Functional-Cardio Workout,1,25,40,1,20,30,5,25,1,1,149
202,7639108992,Kayaking,4,50,25,5,5,10,20,5,5,10,139
203,7627852888,Functional-Cardio Workout,1,20,35,1,30,30,15,5,1,1,139
204,7617909397,Functional-Cardio Workout,1,15,25,1,20,25,1,35,1,1,125
205,7612343504,Functional-Cardio Workout,1,20,35,1,20,25,1,35,1,1,140
206,7605977133,Functional-Cardio Workout,1,25,40,1,30,30,5,25,1,1,159
207,7605386863,Walk,2,50,35,10,10,15,20,5,5,10,162
208,7605385250,Functional-Cardio Workout,1,15,15,1,10,15,1,25,1,1,85
209,7549296930,Functional-Cardio Workout,1,25,35,1,20,30,5,25,1,1,144
210,7549296287,Functional-Cardio Workout,1,20,35,1,20,25,5,25,1,1,134
211,7549295861,Functional-Cardio Workout,1,10,25,1,20,25,1,35,1,1,120
212,7549295303,Functional-Cardio Workout,1,0,40,1,15,30,10,25,1,1,124
213,7501678752,Functional-Cardio Workout,1,25,35,1,20,25,5,25,1,1,139
214,7496684204,Functional-Cardio Workout,1,25,35,1,20,25,5,25,1,1,139
215,7490027394,Functional-Cardio Workout,1,30,40,1,20,25,5,25,1,1,149
216,7480345431,Functional-Cardio Workout,1,25,35,1,20,25,5,20,1,1,134
217,7475135473,Functional-Cardio Workout,1,20,25,1,15,25,5,25,1,1,119
218,7468783204,Functional-Cardio Workout,1,40,35,1,15,30,10,10,1,1,144
219,7459486964,Functional-Cardio Workout,1,45,40,1,15,30,10,25,1,1,169
220,7453924352,Functional-Cardio Workout,1,40,40,1,20,25,5,25,1,1,159
221,7447936857,Functional-Cardio Workout,1,10,25,1,15,15,1,25,1,1,95
222,7442268337,Functional-Cardio Workout,1,20,25,1,10,15,5,20,1,1,99
223,7437706104,Functional-Cardio Workout,1,45,50,1,20,30,10,25,1,1,184
224,7432748111,Functional-Cardio Workout,1,40,50,1,20,25,5,25,1,1,169
225,7427666085,Functional-Cardio Workout,1,40,40,1,15,30,5,25,1,1,159
226,7421954219,Functional-Cardio Workout,1,25,35,1,15,25,5,20,1,1,129
227,7421602405,Swim,20,5,5,1,10,10,1,35,5,10,102
228,7416233723,Functional-Cardio Workout,1,20,25,1,15,25,5,25,1,1,119
229,7409993831,Functional-Cardio Workout,1,15,25,1,20,15,5,10,1,1,94
230,7404375396,Functional-Cardio Workout,1,25,35,1,15,25,5,20,1,1,129
231,7399870148,Swim,30,15,5,1,10,15,1,35,5,10,127
232,7395320176,Functional-Cardio Workout,1,25,35,1,15,25,5,25,1,1,134
233,7395319816,Swim,30,5,5,1,10,15,1,25,5,10,107
234,7390401164,Functional-Cardio Workout,1,25,40,1,20,30,5,25,1,1,149
235,7389902513,Swim,15,1,5,1,10,15,1,20,5,5,78
236,7389902443,Swim,10,1,5,1,10,15,1,5,5,5,58
237,7384818542,Functional-Cardio Workout,1,25,35,1,15,30,5,25,1,1,139
238,7384553991,Swim,25,5,5,1,10,15,1,35,5,15,117
239,7379317731,Functional-Cardio Workout,1,25,35,1,15,25,5,25,1,1,134
240,7367779138,Functional-Cardio Workout,1,40,40,1,15,30,5,35,1,1,169
241,7363091019,Functional-Cardio Workout,1,25,35,1,15,15,5,25,1,1,124
242,7362922978,Swim,20,10,5,1,15,15,1,35,5,0,107
243,7358660325,Hike,2,30,25,5,10,10,20,5,5,0,112
244,7358463108,Functional-Cardio Workout,1,35,35,1,10,25,5,25,1,1,139
245,7352895855,Functional-Cardio Workout,1,15,25,1,15,25,5,20,1,1,109
246,7352638274,Swim,30,15,5,1,10,15,1,35,5,0,117
247,7352524704,Swim,10,1,5,1,5,10,1,20,5,10,68
248,7350407967,Swim,15,5,5,1,10,15,1,35,5,5,97
249,7342208546,WeightTraining,1,20,25,1,15,15,15,5,1,1,99
250,7341104282,Swim,15,15,5,1,10,15,5,10,5,10,91
251,7335189040,Functional-Cardio Workout,1,30,15,1,5,15,1,35,1,1,105
252,7326034820,WeightTraining,1,30,35,1,10,15,20,5,1,1,119
253,7325431689,Swim,25,1,5,1,10,15,1,20,5,20,103
254,7325431372,Swim,10,1,5,1,10,15,5,5,5,5,62
255,7315990079,Functional-Cardio Workout,1,20,25,1,10,15,5,25,1,1,104
256,7304622665,Run,10,30,40,5,30,30,5,35,25,20,230
257,7299034268,Functional-Cardio Workout,1,0,40,1,15,30,10,20,1,1,119
258,7292234833,Functional-Cardio Workout,1,45,50,1,15,30,10,25,1,1,179
259,7287926248,Functional-Cardio Workout,1,20,25,1,15,25,5,20,1,1,114
260,7283209084,Functional-Cardio Workout,1,45,40,1,30,30,5,35,1,1,189
261,7282464979,Swim,10,5,5,1,10,15,10,5,5,5,71
262,7277894545,Functional-Cardio Workout,1,45,40,1,15,25,10,25,1,1,164
263,7261210263,Functional-Cardio Workout,1,25,35,1,15,25,20,5,1,1,129
264,7245291707,Functional-Cardio Workout,1,25,35,1,20,25,20,5,1,1,134
265,7237638521,Run,5,30,35,5,30,25,5,25,25,0,185
266,7234907479,Functional-Cardio Workout,1,0,40,1,20,30,5,35,1,1,134
267,7228758859,Functional-Cardio Workout,1,25,35,1,15,25,10,10,1,1,124
268,7224099974,WeightTraining,1,20,25,1,15,15,15,5,1,1,99
269,7218344699,Walk,5,50,50,15,10,15,15,20,5,10,195
270,7179587226,Functional-Cardio Workout,5,50,100,15,20,30,20,5,10,15,270
271,7171648251,Functional-Cardio Workout,1,40,35,1,15,15,5,35,1,1,149
272,7166675139,Functional-Cardio Workout,1,30,40,1,30,30,5,25,1,1,164
273,7154916883,Functional-Cardio Workout,1,35,40,1,15,25,10,20,1,1,149
274,7143434657,Functional-Cardio Workout,1,1,5,1,20,15,5,5,1,1,55
275,7133136466,WeightTraining,1,20,35,1,15,25,15,5,1,1,119
276,7133025525,Functional-Cardio Workout,1,1,5,1,10,15,5,5,1,1,45
277,7127900671,Functional-Cardio Workout,1,25,40,1,30,30,5,35,1,1,169
278,7121969262,Functional-Cardio Workout,1,40,40,1,15,30,5,25,1,1,159
279,7116458201,Functional-Cardio Workout,1,40,40,1,15,30,10,20,1,1,159
280,7111449419,Functional-Cardio Workout,1,20,35,1,15,25,5,20,1,1,124
281,7099546136,Functional-Cardio Workout,1,0,40,1,15,30,10,20,1,1,119
282,7094732292,Functional-Cardio Workout,1,35,40,1,20,25,5,25,1,1,154
283,7089438915,Functional-Cardio Workout,1,30,35,1,15,30,5,20,1,1,139
284,7085248120,Functional-Cardio Workout,1,30,35,1,10,15,20,5,1,1,119
285,7077988109,Functional-Cardio Workout,1,20,35,1,20,25,1,35,1,1,140
286,7062071768,Run,10,40,40,5,15,25,5,35,10,15,200
287,7056021664,Run,10,35,40,5,20,25,5,35,25,20,220
288,7052639785,Functional-Cardio Workout,1,25,35,1,30,30,5,35,1,1,164
289,7046712057,Functional-Cardio Workout,1,40,50,1,20,30,5,25,1,1,174
290,7041200880,Functional-Cardio Workout,1,40,40,1,15,30,10,20,1,1,159
291,7035044022,Functional-Cardio Workout,1,50,50,1,15,25,15,10,1,1,169
292,7024937010,Functional-Cardio Workout,1,30,40,1,20,30,5,25,1,1,154
293,7020510777,Run,10,35,40,5,30,25,5,35,25,20,230
294,7015258111,Functional-Cardio Workout,1,15,35,1,30,30,1,35,1,1,150
295,7009700149,Functional-Cardio Workout,1,35,50,1,20,30,5,25,1,1,169
296,7004644328,Functional-Cardio Workout,1,35,40,1,20,30,5,25,1,1,159
297,6983291404,AlpineSki,20,50,50,1,10,10,15,35,35,35,261
298,6977793805,AlpineSki,15,50,25,1,10,10,10,35,35,35,226
299,6966265476,AlpineSki,10,50,35,1,10,15,15,35,35,35,241
300,6951773290,Functional-Cardio Workout,1,35,40,1,15,30,5,35,1,1,164
301,6942779209,Functional-Cardio Workout,1,0,50,1,15,30,10,25,1,1,134
302,6937587715,Functional-Cardio Workout,1,25,40,1,20,30,20,5,1,1,144
303,6932738211,Functional-Cardio Workout,1,45,50,1,15,30,10,25,1,1,179
304,6926091020,Run,25,50,80,5,30,25,5,35,25,15,295
305,6917539822,Functional-Cardio Workout,1,40,40,1,15,25,5,25,1,1,154
306,6913502235,Functional-Cardio Workout,1,35,35,1,15,30,5,25,1,1,149
307,6907498892,Functional-Cardio Workout,1,20,25,1,15,15,15,5,1,1,99
308,6904274850,Functional-Cardio Workout,1,0,40,1,15,25,10,25,1,1,119
309,6895845332,Functional-Cardio Workout,1,35,35,1,15,30,5,25,1,1,149
310,6886421674,Functional-Cardio Workout,1,0,40,1,15,25,10,20,1,1,114
311,6877797182,Functional-Cardio Workout,1,40,40,1,15,30,10,20,1,1,159
312,6872684233,Functional-Cardio Workout,1,35,40,1,15,30,10,20,1,1,154
313,6863649542,Functional-Cardio Workout,1,35,35,1,15,30,10,20,1,1,149
314,6858501837,Functional-Cardio Workout,1,40,40,1,15,35,10,20,1,1,164
315,6849835953,Run,10,20,40,5,35,30,1,35,35,20,231
316,6845169227,Functional-Cardio Workout,1,35,25,1,10,15,20,5,1,1,114
317,6835800184,Functional-Cardio Workout,1,35,40,1,20,30,10,20,1,1,159
318,6830789366,Functional-Cardio Workout,1,35,35,1,15,25,5,25,1,1,144
319,6825189296,Functional-Cardio Workout,1,30,35,1,15,25,5,20,1,1,134
320,6820712457,Functional-Cardio Workout,1,35,40,1,15,25,5,25,1,1,149
321,6814345270,Run,10,0,50,10,20,30,5,35,10,15,185
322,6805240312,Functional-Cardio Workout,1,40,40,1,15,25,5,25,1,1,154
323,6797043556,Functional-Cardio Workout,1,35,40,1,15,25,5,25,1,1,149
324,6795067469,Functional-Cardio Workout,1,45,50,1,15,30,10,25,1,1,179
325,6789848407,Functional-Cardio Workout,1,30,35,1,15,30,5,25,1,1,144
326,6769312477,Run,10,20,35,5,35,35,1,35,35,20,231
327,6764870542,Functional-Cardio Workout,1,35,40,1,15,25,5,25,1,1,149
328,6759449303,Functional-Cardio Workout,1,40,40,1,15,30,5,25,1,1,159
329,6754061766,Functional-Cardio Workout,1,40,35,1,15,25,10,20,1,1,149
330,6742522507,Run,10,35,40,5,20,25,5,35,30,20,225
331,6733856021,Functional-Cardio Workout,1,25,40,1,20,30,5,25,1,1,149
332,6729396049,Functional-Cardio Workout,1,30,35,1,15,30,5,25,1,1,144
333,6724528197,Functional-Cardio Workout,1,35,40,1,15,25,5,25,1,1,149
334,6718717428,Functional-Cardio Workout,1,40,25,1,10,15,10,20,1,1,124
335,6712135630,Run,30,50,100,10,30,30,5,35,30,20,340
336,6708815582,Functional-Cardio Workout,1,30,40,1,20,30,5,25,1,1,154
337,6699460962,Functional-Cardio Workout,1,35,40,1,15,25,5,25,1,1,149
338,6694671366,Functional-Cardio Workout,1,35,40,1,15,30,10,20,1,1,154
339,6689591048,Functional-Cardio Workout,1,40,40,1,15,30,5,25,1,1,159
340,6683729889,Functional-Cardio Workout,1,40,40,1,15,25,20,5,1,1,149
341,6667966076,Functional-Cardio Workout,1,40,40,1,15,25,10,20,1,1,154
342,6664140240,Functional-Cardio Workout,1,40,50,1,20,30,5,25,1,1,174
343,6658899949,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
344,6653353445,Functional-Cardio Workout,1,40,40,1,20,30,10,20,1,1,164
345,6647988601,Functional-Cardio Workout,1,35,40,1,15,30,5,25,1,1,154
346,6632209461,Functional-Cardio Workout,1,30,40,1,20,25,5,25,1,1,149
347,6627986131,Functional-Cardio Workout,1,25,35,1,20,30,5,35,1,1,154
348,6623045361,WeightTraining,1,25,35,1,20,25,20,5,1,1,134
349,6609514085,Functional-Cardio Workout,1,35,40,1,15,15,10,20,1,1,139
350,6601923761,Run,25,50,80,5,35,35,5,35,35,20,325
351,6592352751,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
352,6587272504,Run,10,20,35,5,30,35,1,35,35,0,206
353,6582301463,Functional-Cardio Workout,1,35,35,1,20,30,5,25,1,1,154
354,6576877944,Functional-Cardio Workout,1,35,40,1,15,30,5,25,1,1,154
355,6572219564,Functional-Cardio Workout,1,20,35,1,20,30,5,25,1,1,139
356,6565761006,Functional-Cardio Workout,1,35,40,1,20,25,5,25,1,1,154
357,6556096899,Functional-Cardio Workout,1,35,35,1,15,30,5,25,1,1,149
358,6551101346,Functional-Cardio Workout,1,30,40,1,15,25,5,25,1,1,144
359,6545744192,Functional-Cardio Workout,1,35,35,1,15,25,5,25,1,1,144
360,6541169630,Functional-Cardio Workout,1,30,35,1,15,25,5,25,1,1,139
361,6529773104,Run,30,50,100,10,40,35,5,35,25,20,350
362,6524711421,Functional-Cardio Workout,1,30,35,1,20,30,5,25,1,1,149
363,6519829362,Functional-Cardio Workout,1,30,35,1,20,30,5,25,1,1,149
364,6514955025,Functional-Cardio Workout,1,30,35,1,20,35,5,25,1,1,154
365,6503562098,Functional-Cardio Workout,1,25,35,1,15,30,20,5,1,1,134
366,6493436944,Functional-Cardio Workout,1,30,35,1,15,30,20,5,1,1,139
367,6484077795,Run,10,25,40,5,30,30,5,35,25,20,225
368,6478724574,Functional-Cardio Workout,1,15,25,1,20,25,1,35,1,1,125
369,6474137832,Functional-Cardio Workout,1,25,35,1,15,30,20,5,1,1,134
370,6468772697,Functional-Cardio Workout,1,20,25,1,15,25,15,5,1,1,109
371,6457010117,Functional-Cardio Workout,1,25,25,1,10,25,20,5,1,1,114
372,6452964275,Functional-Cardio Workout,1,15,15,1,10,15,15,5,1,1,79
373,6442496042,Run,30,50,100,5,20,25,5,35,15,20,305
374,6393201866,Functional-Cardio Workout,1,15,25,1,15,15,15,5,1,1,94
375,6386754321,Functional-Cardio Workout,1,30,35,1,15,25,5,35,1,1,149
376,6382556153,Functional-Cardio Workout,1,20,25,1,15,30,1,35,1,1,130
377,6380894530,Functional-Cardio Workout,1,30,35,1,20,30,5,35,1,1,159
378,6368099926,Run,25,50,80,5,30,30,5,35,25,20,305
379,6364721341,Functional-Cardio Workout,1,15,25,1,15,25,1,25,1,1,110
380,6358562496,Functional-Cardio Workout,1,25,35,1,20,30,5,35,1,1,154
381,6356762166,Functional-Cardio Workout,1,35,40,1,20,30,5,35,1,1,169
382,6352587859,Functional-Cardio Workout,1,30,35,1,15,30,5,35,1,1,154
383,6348489598,Functional-Cardio Workout,1,10,25,1,20,25,10,5,1,1,99
384,6348489443,Ride,10,50,60,10,20,25,20,5,10,15,225
385,6339167286,Run,10,35,40,5,30,25,5,35,25,20,230
386,6333904871,Functional-Cardio Workout,1,35,40,1,20,30,5,35,1,1,169
387,6332265190,Functional-Cardio Workout,1,30,40,1,15,30,5,35,1,1,159
388,6327695126,Functional-Cardio Workout,1,30,35,1,15,35,5,35,1,1,159
389,6323497045,Functional-Cardio Workout,1,30,40,1,20,30,5,35,1,1,164
390,6319850648,Walk,5,50,35,5,5,10,15,10,5,10,150
391,6306970396,Run,25,50,80,5,30,30,5,35,25,15,300
392,6301002709,Functional-Cardio Workout,1,35,40,1,20,30,5,35,1,1,169
393,6299049799,Functional-Cardio Workout,1,30,35,1,15,35,5,35,1,1,159
394,6294657213,Functional-Cardio Workout,1,20,35,1,20,25,15,5,1,1,124
395,6278708584,Functional-Cardio Workout,1,25,35,1,15,30,5,25,1,1,139
396,6274567234,Functional-Cardio Workout,1,35,40,1,15,30,5,35,1,1,164
397,6272308149,Functional-Cardio Workout,1,30,40,1,30,30,5,35,1,1,174
398,6265449642,Functional-Cardio Workout,1,30,35,1,15,30,5,35,1,1,154
399,6260985080,Functional-Cardio Workout,1,35,40,1,15,30,5,25,1,1,154
400,6242932766,Functional-Cardio Workout,1,35,40,1,15,30,5,35,1,1,164
401,6241015427,Functional-Cardio Workout,1,30,35,1,20,30,5,35,1,1,159
402,6236427447,Functional-Cardio Workout,1,40,40,1,15,30,5,35,1,1,169
403,6231412576,Functional-Cardio Workout,1,30,35,1,20,30,5,35,1,1,159
404,6217154236,Run,10,50,70,5,20,30,5,35,15,15,255
405,6208599412,Functional-Cardio Workout,1,25,35,1,15,25,5,35,1,1,144
406,6201005712,Functional-Cardio Workout,1,30,35,1,15,30,5,35,1,1,154
